Start time,End time,Transcript,English Translation
441.300,479.400,มีหมูไหมคะน้องนันทพงศ์ไม่มีครับพี่ลงไว้เป็นร้านกะทิสดใช่ไหมโอเคโอเคอันนี้อยู่เป็นอยู่ที่บ้านเลยใช่ไหมร้านกะทิสดเนี่ยมันเป็นมันเป็นร้านที่เราเช่าขายของอยู่ที่ป่าตองป่าตองอันนี้ป่าตองเป็นอำเภอใช่ไหมคะอำเภอป่าตองหรือว่าอำเภออะไรอำเภอกะทู้อ๋ออำเภอกะทู้ตำบลป่าตองอำเภออ้อโอเครหัสไปรษณีย์จะเป็น 83150 ถูกต้องไหม,"Do you have pork? Nong Nanthaphong, don't have any. I posted it. It's a fresh coconut milk shop, right? Okay, okay. This one is right at home, right? It's a fresh coconut milk shop. It's a shop that we rent to sell things in the forest. Tong, Patong, this one, Patong is a district, right? Patong District or what district? Kathu District, Oh, Kathu District, Patong Subdistrict, Oh District, OK, the zip code will be 83150, is that correct?"
480.400,485.200,ใช่ครับโอเคที่อยู่ตามทะเบียนบ้านน้องสะดวกให้ไหมถ้าไม่สะดวกไม่เป็นไร,"Yes, OK. Is the address according to your house registration convenient for you? If it's not convenient, that's okay."
486.400,543.700,มันมีแต่ตามร้านนั้นอ่ะพี่ 46/5 นั่นแหละพี่ขออนุญาตสะกดชื่อน้องนิดนึงปัจจุบันใช้คำนำหน้าเป็นนายเนาะที่ถ้าพี่สะกดผิดน้องสามารถแย้งพี่ได้นะนันทพงศ์สะกดเป็นนหนูไม้หันอากาศนหนูททหารพพานงงูสาการันต์เนาะนันทพงศ์นามสกุลนิธีสะกดเป็นนหนูสระอิททหารสระอีถูกต้องนะคะแล้วก็หนูเกิด Birthday วันที่ 14 เดือน 12 1989 นะคะสถานภาพตอนนี้สดหรือว่าสมรสนะจ๊ะโอเคแล้วก็ตอนนี้อายุ 34 ปี 3 เดือน 28 วันอันนี้น้ำหนักประมาณเท่าไหร่คะตอนนี้น้ำหนักน้ำหนัก 68 ครับ 68 สูงค่ะ 178 โอเคค่ะแล้วก็รายได้ต่อเดือนนะคะประมาณเดือนเท่าไหร่เอาคร่าวๆก็ได้ค่ะ,"It's only available in that shop, brother. 46/5. That's it. I would like permission to spell your name a little bit. Currently, the prefix is ​​Mr. If you spell it wrong, you can argue with me. Phanong Ngu Sakaran Naonanthaphong's surname Nithi is spelled as Na Nu Sarait Than Sa Ee, correct and I was born on the 14th of the 12th month of 1989. Current status is live or married. Ok. Well, now I'm 34 years, 3 months, 28 days old. How much does this one weigh? Right now, my weight is 68. Height 178. OK. And what is your monthly income? About how much per month? I can give you a rough estimate."
546.500,548.400,อันนี้หนูเป็นพนักงานบริษัทเนาะ,This one is a company employee.
549.800,583.800,"เป็นเจ้าของกิจการเหมือนคล้ายๆเป็นลูกจ้างขายของอ่ะโอเคพี่ลงคร่าวๆไว้ 160,000 ต่อปีนะอันนี้ไม่ได้มีผลอะไรนะคะโอเคทีนี้วันนี้พี่อยากเรียนเชิญเก็บออมยอดแรกยอดเดียวนะคะน้องนันทพงศ์อ่ะค่ะเก็บออมไปได้ด้วยกันที่ 3,375 บาทนะคะเพื่อเปิดความคุ้มครองวันนี้ที่จะแลกยอดเดียวนะคะอันนี้น้องนันทพงศ์นะคะยืนยันตัวตนเป็นไฟล์เสียงเลขบัตรประชาชน 13 หลักให้พี่เสาวณีย์นิดนึงค่ะ","I'm a business owner, similar to being a salesperson. OK, I put in a rough estimate of 160,000 per year. This doesn't have any effect. OK, today I would like to invite you to save the first and only amount, Nong Nanthaphong. Yes, we have saved up 3,375 baht together to open coverage today to exchange only one amount. This one is Nong Nanthaphong. Please confirm your identity with an audio file with the 13-digit ID card number for P' Saowanee."
586.700,592.200,เดี๋ยวค่อยทำได้มั้ยเพราะว่าตอนนี้ผมกลับมาบ้านต่างจังหวัดอื้อ,Can I do it later? Because right now I'm back home in the provinces.
592.700,631.800,"อันนี้ดีกว่าพี่พี่เรียนแจ้งน้องอย่างงี้โครงการนี้เป็นโครงการเรียนเชิญสมมุติน้องมีความสนใจอยู่แล้วนะคะจะเป็นเรทที่ 2,194 เนี่ยก็ได้เพราะว่าเราเปิดรอบแรกยอดเดียวเนี่ยพี่ดูแลเรื่องทุนชีวิตเนาะอยู่ที่ต่างจังหวัดเราไม่รู้ว่าเทศกาลสงกรานต์มันจะเกิดอะไรขึ้นถูกไหมน้องก็ยังได้รับความคุ้มครองถูกไหมคะแล้วถ้ารับเล่มกรมธรรม์แล้วเนี่ยร้องเห็นว่าเออมันไปไม่ไหวน้องก็สามารถยุติตัวโครงการแล้วรับเงิน 2,000 บาท 194 กลับไปเต็มจำนวนได้นะคะเพียงวันนี้เปิดการออมยอดแรกยอดเดียวนะคะอันนี้หนูเก็บเอ่อไม่ได้ด้วยกันนะคะน้องนันพงษ์","This is better than older siblings learning to inform younger siblings like this. This project is an invitational project, assuming the younger sibling is already interested. It could be the rate of 2,194 because we opened the first round with only one amount. I'm taking care of life funds. In other provinces, we don't know what will happen during the Songkran festival. Is it right or not? Is it right for you to still receive protection? And if you receive the insurance policy and say that it can't be done, you can terminate the project. Receive 2,000 baht, 194, you can return the full amount. Just today, open the savings for the first amount, only one amount. I can't save this together, Nong Nanphong."
633.200,692.400,"เพราะว่าไม่เกิน 5 นาทีพี่ลงทะเบียนไม่เกิน 5 นาทีเนาะทำการจ่ายบิลเหมือนเราจ่ายค่าน้ำค่าไฟให้แก่บริษัท fwd ซึ่งดูแลเรื่องทุนชีวิตให้น้องนันทพงศ์นะคะและคุ้มครองวันนี้เลยน้องอยู่ที่ไหนเราก็คุ้มครองหมดไม่ว่าจะเป็นอุบัติเหตุเรื่องสุขภาพอย่างที่พี่เรียนแจ้งไปนะคะยังไงวันนี้พี่เรียนเชิญนะน้องณัฐพงษ์เก็บออมไปได้ด้วยการที่ยอดแรกยอดเดียวนะคะที่ 2,194 บาทนะคะมันมันพอดีไอ้ของผมประจำมันมีอยู่ 3 อย่าง 4 อย่างอะไรวะพี่มีเยอะมันก็เป็นเรื่องที่ดีไม่ใช่หรอคะแต่ถ้าเรารับเล่มวันเนี้ยเราไปศึกษาตัวข้อมูลเนาะอาจจะชอบใจแล้วก็โทรมาเพิ่มเติมเรทในการออมก็ได้ถูกไหมคะเพราะว่าตอนนี้น้องฟังจากพี่พูดแล้วมีความสนใจอยู่แล้วถูกไหมคะแล้วเนี่ยเป็น 10 เดือนเชิญจากสำนักงานใหญ่เรียนเชิญจังหวัดแล้ว 100 รายชื่อถูกมั้ยคะอันนี้พี่ไม่ได้เรียนเชิญน้องด้วยตนเองนะแล้วพี่ก็ไม่สามารถทำได้ลูกค้าไทยพาณิชย์ท่านอื่นก็ไม่สามารถทำได้","Because it doesn't take more than 5 minutes for you to register, it doesn't take more than 5 minutes to pay the bill like we pay water and electricity to the company FWD, which takes care of Nong Nanthaphong's life funds and covers today. Wherever he is, we're completely covered. It's going to be a health accident like I told you about. Today I invite Nong Natthaphong to save up by getting the first amount, the only amount at 2,194 baht. It's just right. My regular things are 3 things, 4 things, what? I have a lot of them, which is a good thing, right? But if we receive the book today, we go study the information, maybe we'll like it and then call to add the savings rate. Is that right? Because right now you've heard what you've said and are already interested. Is that correct? It's been 10 months since the head office invited the provinces and already 100 names. Is that right? I didn't invite you. I can't do it myself, and other SCB customers can't do it."
693.200,726.300,"นี้ยังไงอ่ะพี่อยากให้น้องลองเออเปิดการออมยอดแรกยอดเดียวคุ้มครองดูแลเรื่องทุนชีวิตอยู่แล้วถูกไหมคะแล้วก็ไม่เกิน 10 วันทำการพี่จัดส่งเล่มเอกสารกรมธรรม์ฉบับจริงซึ่งมีผลตามกฎหมายน้องดูตรวจสอบดูถ้าน้องถูกใจน้องให้พี่ดูแลต่ออย่างที่พี่แจ้งแต่ถ้าน้องไม่ถูกใจน้องสามารถใช้สิทธิ์ตามกฎหมายยุติตัวโครงการได้นะคะก็คือรับเงินตรงนี้กลับไปเต็มจำนวนนะคะนอกนั้นวันนี้เก็บออมไปได้ด้วยกันนะคะที่ 2,194 บาทนะคะเก็บออมไปได้ด้วยกันนะคะ","How about this? I want you to try opening savings, the first amount is the same amount, and you already have protection for your life capital. Is that right? And it shouldn't take more than 10 business days. I'll send you the original policy document, which has legal effect. Please take a look and check. Check and see if you like it, let me continue to take care of you as I have told you. But if you don't like it, you can use your legal rights to terminate the project, that is, get the money back in full. Other than that, today. We can save together at 2,194 baht. We can save together."
730.700,742.000,ค่ะพี่ลงทะเบียนให้น้องอ่ะไม่เกิน 10 นาทีเนาะน้องก็เปิดทำการจ่ายบิลเองเลยเหมือนกันจ่ายค่าน้ำค่าไฟอันนี้พี่ไม่ได้มีส่วนเกี่ยวข้องพี่เพียงแค่ลงทะเบียนข้อมูลให้น้องแค่นั้นเอง,"Yes, I registered for you. It took no more than 10 minutes. You opened the business and paid your bills yourself as well. You paid for water and electricity. I'm not involved in this. I just registered the information for you."
745.400,749.600,เพราะว่าผมกลัวผมกลัวตังค์มันไม่พอไงเพราะว่าตอนนี้ผมก็มาบ้านด้วย,Because I'm afraid I'm afraid there won't be enough money because now I'm coming home too.
751.200,759.500,ยอดแรกยอดเดียวอันเนี้ยถ้าน้องคิดว่าพอจริงๆอ่ะน้องประมาณเท่าไหร่,"The first amount is the only amount. If you really think it's enough, how much is it?"
760.300,764.800,"ถ้าไม่ใช่ 2,194 อ่ะประมาณ 2,025 บาทได้ไหม","If it's not 2,194, is it about 2,025 baht?"
769.400,815.200,"ผมก็ไม่แน่ใจอ่ะพี่เพราะว่ามันมันต้องค่าใช้จ่ายค่าตั๋วเครื่องบินไปกลับผมเที่ยว 4 เที่ยวแล้วเพราะว่ามันเยอะไงเพราะว่าค่าใช้จ่ายช่วงนี้มันเป็นการออมของน้องเพราะว่าน้องก็ไม่ได้ใช้จนหมดตัวอยู่แล้วถูกไหมคะอย่างน้อยตรงนี้มันเป็นการเก็บออมอย่างน้อยเรายังมีติดตัวไว้ตรงนี้สมมุติน้องรับเล่มกรมธรรม์เนี่ยถ้าน้องอย่างที่พี่เนี่ยแต่พี่ไม่ได้อยากให้ยุติตัวโครงการนะน้องอยากให้พี่อยากให้หนูลองเก็บออมตัวนี้ดูสมมุติ 2,194 เนาะไม่ไหวพี่ก็จะปรับเรทลงมาให้ที่ 2,000 กับ 25 บาทเพราะว่าทุนประกันตรงเนี้ยมันก็ได้ความคุ้มครองเหมือนกันถูกมั้ยคะเราไม่รู้นะว่าเหตุการณ์ข้างหน้าจะเกิดอะไรขึ้นนะพี่เรียนเชิญเก็บออมไปที่ 2,025 บาทเก็บออมไปได้ด้วยกันนะคะน้องณัฐพงษ์","I'm not sure, because it involves the cost of the return plane ticket. I've already gone on 4 trips because it's a lot. Because the expenses during this time are your savings because you haven't spent all your money, is that right? At least here it's savings. At least we still have it here. Suppose you receive the policy book. If you're like me, but I don't want the project to end, I want you to. I'm trying to save this money, let's say 2,194. If I can't handle it, I will adjust the rate down to 2,000 and 25 baht because the insured amount here also has the same protection. Is that right? We don't know what will happen in the future. What's going on? I invite you to save up to 2,025 baht. Let's save together, Nong Natthaphong."
817.600,875.300,"มัน 2,025 บาทมันต้องส่งยังไงอ่ะพี่ค่ะก็คือสมมุติหนูเปิดจากออมยอดแรกยอดเดียววันนี้วันที่ 11 ใช่ไหม 11 พฤษภาคมน้องอาจจะบอกว่าไม่ทันเพราะเราไปต่างจังหวัดค่าใช้จ่ายเราเยอะน้องอาจจะไปสิ้นเดือนหรือว่าเรทให้มันครบ 30 วันเพราะเรามีระยะยืดหยุ่นอยู่แล้วถูกไหมคะเพราะว่าพี่ไม่ได้เรียกเก็บสมมุติหนูเปิดแค่วันนี้วันเดียวนะเรียนตามตรงเลยนะน้องจะได้เข้าใจก็คือเปิดการออมยอดแรกยอดเดียววันนี้ใช่ไหมวันที่ 11 เมษายน 11 พฤษภาคมครบรอบการออมน้องบอกว่าน้องใช้จ่ายเยอะอ่ะน้องก็เลทไปได้อีก 30 วันถูกไหมคะพี่ไม่ได้ 80 อะไรเนาะน้องมีแต่เรทได้ถูกไหมคะน้องมีเวลาเก็บเพราะว่า 2,000 กะ 25 บาทเนี่ยหาร 30 วันละ 67 บาทแต่ถ้าน้องเรทไป 30 วันเท่ากับน้องมีเวลาเก็บ 60 วันเลยนะ 2,000 บาทกับ 25 เนี่ยน้องหยอดกระปุก 60 วันเนี่ยวันละ 33 บาทถูกไหมคะ","It's 2,025 baht. How do I send it? I mean, let's say I opened the first balance from savings, today is the 11th, right? May 11th, you might say it's not in time because we're going to another province and our expenses are a lot. Maybe Go to the end of the month or the rate will be for 30 days because we already have a flexible period, is that right? Because I didn't charge, let's say I'm only opening today for one day. Study honestly, so that you can understand, that is, opening savings. The first balance is the only amount today, right? It's April 11th. May 11th is the anniversary of the savings. You said you spend a lot and you can delay for another 30 days. Is that right? I don't get 80. What is it? You only have cheap rates. Do you have time to save because 2,000 and 25 baht are divided by 30, giving you 67 baht per day? But if you use the rate for 30 days, it means you have 60 days to save. 2,000 baht and 25, you put in a jar for 60 days a day. Is 33 baht right?"
875.700,914.100,"วันนี้พี่เรียนเชิญนะน้องนันทพงศ์เก็บออมไปได้ด้วยกันที่ 2,25 บาทคือว่า 2,015 บาทนี่มันต้องส่งเป็นรายเดือนเหรอพี่รายเดือนจ้ะแต่ว่าอย่างนี้เนี่ยค่ะรายเดือนแล้วมันส่งมันส่งมันส่งนานไหมเผื่อเราจะได้เงินเงินคืนวันนี้เป็นกี่ปีพี่เดือนแจ้งอย่างนี้อารมณ์ของโครงการนี้เหมือนกับการฝากประจำถูกไหมคะพี่ขอขั้นต่ำ 2 ปีถ้าต้นปีที่ 3 น้องนันทพงศ์มีความจำเป็นต้องนำเงินออกไปใช้เนาะสามารถนำเงินออกไปใช้ได้แต่ถ้าน้องไม่ได้มีความจำเป็นอะไรเนาะก็รอจบโครงการเพื่อรับเงินก้อนแต่ว่าผลตอบแทนเรามีให้ทุกปีอยู่แล้วถูกไหมคะ","Today I would like to invite Nong Nanthaphong to save together at 2,25 baht. I mean 2,015 baht. Do you have to send it monthly? Monthly, but it's like this. Monthly and then send it, send it. How long does it take to send it? In case we get the money back today, how many years will it be? P'Duen informs me like this. The mood of this project is similar to a fixed deposit. Is that right? I'm asking for a minimum of 2 years. If it's the beginning of the 3rd year, Nong Nanthaphong has You need to take the money out to use. You can take the money out and use it, but if you don't have any need, then wait until the project ends to receive a lump sum, but we already have a return every year, is that right?"
914.600,915.900,อืม,um
