Start time,End time,thai_transcript,translation
441.3,479.4,มี หมู ไหม คะ น้อง นันทพงศ์ ไม่ มี ครับ พี่ ลง ไว้ เป็น ร้าน กะทิ สด ใช่ ไหม โอเค โอเค อัน นี้ อยู่ เป็น อยู่ ที่ บ้าน เลย ใช่ ไหม ร้าน กะทิ สด เนี่ย มัน เป็น มัน เป็น ร้าน ที่ เรา เช่า ขาย ของ อยู่ ที่ ป่าตอง ป่าตอง อัน นี้ ป่าตอง เป็น อำเภอ ใช่ ไหม คะ อำเภอ ป่าตอง หรือ ว่า อำเภอ อะไร อำเภอ กะทู้ อ๋อ อำเภอ กะทู้ ตำบล ป่าตอง อำเภอ อ้อ โอเค รหัส ไปรษณีย์ จะ เป็น 83150 ถูก ต้อง ไหม,"Do you have pork, Nong Nanthaphong? No, Phi, I put it as a fresh coconut cream shop, right? Okay, okay, this one is at home, right? The fresh coconut cream shop, it's a shop that we rent to sell things in Patong. Patong, this Patong is a district, right? Patong district or what district? Kathu district. Oh, Kathu district, Patong subdistrict, um, okay, the postal code will be 83150, correct?"
480.4,485.2,ใช่ครับ โอเคที่อยู่ตามทะเบียนบ้าน น้องสะดวกให้ไหม ถ้าไม่สะดวกไม่เป็นไร,"Yes, is the address on the house registration convenient for you? If not, that's okay."
486.4,543.7,มันมีแต่ตามร้านนั้นอ่ะพี่ 46/5 นั่นแหละ พี่ขออนุญาตสะกดชื่อน้องนิดนึง ปัจจุบันใช้คำนำหน้าเป็นนายเนาะ ถ้าพี่สะกดผิดน้องสามารถแย้งพี่ได้นะ นันทพงศ์สะกดเป็น นหนู ไม้หันอากาศ นหนู ททหาร พพาน งงู สาการันต์ เนาะ นันทพงศ์ นามสกุล นิธี สะกดเป็น นหนู สระอิ ททหาร สระอี ถูกต้องนะคะ แล้วก็หนูเกิด Birthday วันที่ 14 เดือน 12 1989 นะคะ สถานภาพตอนนี้ สด หรือว่า สมรส นะจ๊ะ โอเค แล้วก็ตอนนี้อายุ 34 ปี 3 เดือน 28 วัน อันนี้น้ำหนักประมาณเท่าไหร่คะ ตอนนี้น้ำหนัก 68 ครับ สูง 178 โอเคค่ะ แล้วก็รายได้ต่อเดือนนะคะ ประมาณเดือนละเท่าไหร่ เอาคร่าวๆ ก็ได้ค่ะ,"It's only available at that store, brother, 46/5. Let me spell your name a little bit. Currently, the prefix is Mr. If I spell it wrong, you can argue with me. Nanthaphong is spelled N-Nh-U, Mai Han Akat, N-Nh-U, T-Th-H-N, Ph-Ph-A-N, Ng-Ng-U, Sa-Ka-Ran, right? Nanthaphong's last name is Nithi, spelled N-Nh-U, Sara I, T-Th-H-N, Sara I, correct? And you were born on December 14, 1989, right? Current status is single or married, okay? And now 34 years, 3 months, 28 days old. How much do you weigh approximately? Currently weighing 68. 178 cm tall, okay. And monthly income, approximately how much per month? Roughly is fine."
546.5,548.4,อันนี้หนูเป็นพนักงานบริษัทเนาะ,I am an employee of the company.
549.8,583.8,"เป็นเจ้าของกิจการเหมือนคล้ายๆ เป็นลูกจ้างขายของอ่ะ โอเคพี่ลงคร่าวๆ ไว้ 160,000 ต่อปีนะ อันนี้ไม่ได้มีผลอะไรนะคะ โอเคทีนี้วันนี้พี่อยากเรียนเชิญเก็บออมยอดแรกยอดเดียวนะคะ น้องนันทพงศ์อ่ะค่ะ เก็บออมไปได้ด้วยกันที่ 3,375 บาทนะคะ เพื่อเปิดความคุ้มครองวันนี้ที่จะแลกยอดเดียวนะคะ อันนี้น้องนันทพงศ์นะคะ ยืนยันตัวตนเป็นไฟล์เสียงเลขบัตรประชาชน 13 หลักให้พี่เสาวณีย์นิดนึงค่ะ","Being a business owner is like being an employee selling stuff. Okay, put down roughly 160,000 per year, this doesn't affect anything. Okay, today I would like to invite you to save the first and only amount. Nanthaphong, can save together 3,375 baht to open the coverage today, exchanging only one amount. This is Nanthaphong. Please confirm your identity with a 13-digit ID card audio file for Saowanee a little bit."
586.7,592.2,เดี๋ยวค่อยทำได้มั้ย เพราะว่าตอนนี้ผมกลับมาบ้านต่างจังหวัด,Can I do it later? Because right now I've come back to my home in another province.
592.7,631.8,"อันนี้ดีกว่า พี่เรียนแจ้งน้องอย่างงี้ โครงการนี้เป็นโครงการเรียนเชิญสมมุติน้องมีความสนใจอยู่แล้วนะคะ จะเป็นเรทที่ 2,194 เนี่ยก็ได้ เพราะว่าเราเปิดรอบแรกยอดเดียวเนี่ย พี่ดูแลเรื่องทุนชีวิตเนาะ อยู่ที่ต่างจังหวัด เราไม่รู้ว่าเทศกาลสงกรานต์มันจะเกิดอะไรขึ้น ถูกไหมน้อง ก็ยังได้รับความคุ้มครอง ถูกไหมคะ แล้วถ้ารับเล่มกรมธรรม์แล้วเนี่ย ร้องเห็นว่าเออมันไปไม่ไหว น้องก็สามารถยุติตัวโครงการแล้วรับเงิน 2,000 บาท 194 กลับไปเต็มจำนวนได้นะคะ เพียงวันนี้เปิดการออมยอดแรกยอดเดียวนะคะ อันนี้หนูเก็บเอ่อไม่ได้ด้วยกันนะคะน้องนันพงษ์","This is better. Let me inform you that this project is an invitation project, assuming that you are already interested. The rate will be 2,194, because we are opening the first round with only one amount. I take care of life funding. We are in the countryside and don't know what will happen during the Songkran festival, right? You will still be protected, correct? And if you receive the policy and find that it's not feasible, you can terminate the project and get the full 2,000 baht 194 back. Today we are opening savings for the first and only amount. This, you can't keep it together with me, Nong Nanpong."
633.2,692.4,"เพราะว่าไม่เกิน 5 นาที พี่ลงทะเบียนไม่เกิน 5 นาที เนาะ ทำการจ่ายบิลเหมือนเราจ่ายค่าน้ำค่าไฟให้แก่บริษัท fwd ซึ่งดูแลเรื่องทุนชีวิตให้น้องนันทพงศ์ นะคะ และคุ้มครองวันนี้เลยน้องอยู่ที่ไหนเราก็คุ้มครองหมด ไม่ว่าจะเป็นอุบัติเหตุ เรื่องสุขภาพ อย่างที่พี่เรียนแจ้งไป นะคะ ยังไงวันนี้พี่เรียนเชิญนะ น้องณัฐพงษ์ เก็บออมไปได้ด้วยการที่ยอดแรกยอดเดียว นะคะ ที่ 2,194 บาท นะคะ มันมันพอดีไอ้ของผมประจำมันมีอยู่ 3 อย่าง 4 อย่าง อะไรวะพี่มีเยอะ มันก็เป็นเรื่องที่ดีไม่ใช่หรอคะ แต่ถ้าเรารับเล่มวันเนี้ย เราไปศึกษาตัวข้อมูล เนาะ อาจจะชอบใจ แล้วก็โทรมาเพิ่มเติมเรทในการออมก็ได้ ถูกไหมคะ เพราะว่าตอนนี้น้องฟังจากพี่พูดแล้วมีความสนใจอยู่แล้ว ถูกไหมคะ แล้วเนี่ยเป็น 10 เดือนเชิญจากสำนักงานใหญ่ เรียนเชิญจังหวัดแล้ว 100 รายชื่อ ถูกมั้ยคะ อันนี้พี่ไม่ได้เรียนเชิญน้องด้วยตนเอง นะ แล้วพี่ก็ไม่สามารถทำได้ ลูกค้าไทยพาณิชย์ท่านอื่นก็ไม่สามารถทำได้","Because it doesn't take more than 5 minutes, P' registers within 5 minutes, right? Making a payment is like us paying for water and electricity to FWD company, which takes care of the life fund for Nong Nantapong, okay? And protecting today, wherever you are, we cover everything, whether it's an accident or health issues, as P' has informed, alright? Anyway, today P' invites you, Nong"
693.2,726.3,"นี้ยังไงอ่ะพี่ อยากให้น้องลองเออเปิดการออมยอดแรกยอดเดียว คุ้มครองดูแลเรื่องทุนชีวิตอยู่แล้วถูกไหมคะ แล้วก็ไม่เกิน 10 วันทำการพี่จัดส่งเล่มเอกสารกรมธรรม์ฉบับจริงซึ่งมีผลตามกฎหมาย น้องดูตรวจสอบดู ถ้าน้องถูกใจน้องให้พี่ดูแลต่ออย่างที่พี่แจ้ง แต่ถ้าน้องไม่ถูกใจน้องสามารถใช้สิทธิ์ตามกฎหมายยุติตัวโครงการได้นะคะ ก็คือรับเงินตรงนี้กลับไปเต็มจำนวนนะคะ นอกนั้นวันนี้เก็บออมไปได้ด้วยกันนะคะที่ 2,194 บาทนะคะ เก็บออมไปได้ด้วยกันนะคะ","How is this, sis? I want you to try opening your first savings account, which already covers and takes care of your life capital, right? And within 10 working days, I will send you the original policy document, which is legally effective. You can review it. If you like it, let me continue to take care of it as I informed. But if you don't like it, you can use your legal right to terminate the project. That means you will receive the full refund. Besides that, today we can save together 2,194 baht. Let's save together."
730.7,742.0,ค่ะ พี่ลงทะเบียนให้น้องอ่ะ ไม่เกิน 10 นาที เนาะ น้องก็เปิดทำการจ่ายบิลเองเลย เหมือนกัน จ่ายค่าน้ำค่าไฟ อันนี้พี่ไม่ได้มีส่วนเกี่ยวข้อง พี่เพียงแค่ลงทะเบียนข้อมูลให้น้องแค่นั้นเอง,"Yes, the registration for you will not take more than 10 minutes. You can then proceed to pay the bills yourself. Paying for water and electricity, I have no involvement in that. I only help with registering the information for you, that's all."
745.4,749.6,เพราะว่าผมกลัว ผมกลัวตังค์มันไม่พอไง เพราะว่าตอนนี้ผมก็มาบ้านด้วย,"Because I'm afraid, I'm afraid the money won't be enough. Because now I'm also at home."
751.2,759.5,ยอดแรกยอดเดียวอันเนี้ยถ้าน้องคิดว่าพอจริงๆอ่ะน้องประมาณเท่าไหร่,
760.3,764.8,"ถ้าไม่ใช่ 2,194 อ่ะ ประมาณ 2,025 บาทได้ไหม","If it's not 2,194, can it be around 2,025 baht?"
769.4,815.2,"ผมก็ไม่แน่ใจอ่ะพี่ เพราะว่ามันมันต้องค่าใช้จ่ายค่าตั๋วเครื่องบินไปกลับ ผมเที่ยว 4 เที่ยวแล้ว เพราะว่ามันเยอะไง เพราะว่าค่าใช้จ่ายช่วงนี้มันเป็นการออมของน้อง เพราะว่าน้องก็ไม่ได้ใช้จนหมดตัวอยู่แล้ว ถูกไหมคะ อย่างน้อยตรงนี้มันเป็นการเก็บออม อย่างน้อยเรายังมีติดตัวไว้ ตรงนี้สมมุติน้องรับเล่มกรมธรรม์เนี่ย ถ้าน้องอย่างที่พี่เนี่ย แต่พี่ไม่ได้อยากให้ยุติตัวโครงการนะ น้องอยากให้พี่อยากให้หนูลองเก็บออมตัวนี้ดู สมมุติ 2,194 เนาะ ไม่ไหวพี่ก็จะปรับเรทลงมาให้ที่ 2,000 กับ 25 บาท เพราะว่าทุนประกันตรงเนี้ยมันก็ได้ความคุ้มครองเหมือนกัน ถูกมั้ยคะ เราไม่รู้นะว่าเหตุการณ์ข้างหน้าจะเกิดอะไรขึ้นนะพี่ เรียนเชิญเก็บออมไปที่ 2,025 บาท เก็บออมไปได้ด้วยกันนะคะน้องณัฐพงษ์","I'm not sure, brother, because it involves the cost of round-trip plane tickets. I've already traveled 4 times because it's a lot. Because the expenses during this time are the savings of the younger ones. Because the younger ones are not used up already, right? At least this is savings. At least we still have it with us. Suppose the younger ones receive the policy book. If the younger ones are like the older ones, but the older ones don't want to terminate the project. The younger ones want the older ones to try saving this amount. Suppose 2,194, if it's too much, I will adjust the rate down to 2,000 and 25 baht. Because the insurance fund also gets the same coverage, right? We don't know what will happen in the future. I invite you to save up to 2,025 baht. Let's save together, Nattapong."
817.6,875.3,"มัน 2,025 บาท มันต้องส่งยังไงอ่ะพี่ค่ะ ก็คือสมมุติหนูเปิดจากออมยอดแรกยอดเดียววันนี้วันที่ 11 ใช่ไหม 11 พฤษภาคม น้องอาจจะบอกว่าไม่ทันเพราะเราไปต่างจังหวัด ค่าใช้จ่ายเราเยอะ น้องอาจจะไปสิ้นเดือนหรือว่าเรทให้มันครบ 30 วัน เพราะเรามีระยะยืดหยุ่นอยู่แล้ว ถูกไหมคะ เพราะว่าพี่ไม่ได้เรียกเก็บ สมมุติหนูเปิดแค่วันนี้วันเดียวนะ เรียนตามตรงเลยนะ น้องจะได้เข้าใจก็คือเปิดการออมยอดแรกยอดเดียววันนี้ใช่ไหม วันที่ 11 เมษายน 11 พฤษภาคม ครบรอบการออม น้องบอกว่าน้องใช้จ่ายเยอะอ่ะ น้องก็เลทไปได้อีก 30 วัน ถูกไหมคะ พี่ไม่ได้ 80 อะไรเนาะ น้องมีแต่เรทได้ถูกไหมคะ น้องมีเวลาเก็บเพราะว่า 2,000 กะ 25 บาทเนี่ย หาร 30 วันละ 67 บาท แต่ถ้าน้องเรทไป 30 วัน เท่ากับน้องมีเวลาเก็บ 60 วันเลยนะ 2,000 บาทกับ 25 เนี่ย น้องหยอดกระปุก 60 วันเนี่ย วันละ 33 บาท ถูกไหมคะ","It's 2,025 baht, how does it have to be sent, sister? That is, suppose I open the first savings amount today on the 11th, right? May 11th, you may say that it's not in time because we are going to another province. Our expenses are a lot. You may go at the end of the month or rate it to be complete for 30 days because we already have flexibility, right? Because I didn't collect it. Suppose I open only today, let me teach you directly so that you will understand, that is, open the first savings amount today, right? On April 11th, May 11th, the savings cycle is complete. You said that you spend a lot. You can be late for another 30"
875.7,914.1,"วันนี้พี่เรียนเชิญนะน้องนันทพงศ์ เก็บออมไปด้วยกันที่ 2,025 บาท คือว่า 2,015 บาทนี่มันต้องส่งเป็นรายเดือนเหรอพี่? รายเดือนจ้ะ แต่ว่าอย่างนี้เนี่ยค่ะ รายเดือนแล้วมันส่งนานไหม เผื่อเราจะได้เงินคืน วันนี้เป็นกี่ปีพี่? เดือนแจ้งอย่างนี้อารมณ์ของโครงการนี้เหมือนกับการฝากประจำถูกไหมคะพี่? ขอขั้นต่ำ 2 ปี ถ้าต้นปีที่ 3 น้องนันทพงศ์มีความจำเป็นต้องนำเงินออกไปใช้เนาะ สามารถนำเงินออกไปใช้ได้ แต่ถ้าน้องไม่ได้มีความจำเป็นอะไรเนาะ ก็รอจบโครงการเพื่อรับเงินก้อน แต่ว่าผลตอบแทนเรามีให้ทุกปีอยู่แล้ว ถูกไหมคะ?","Today, Brother Rian invited Nong Nantapong to save together at 2,025 baht, which is 2,015 baht. Does this have to be sent monthly, Brother? Monthly, yes. But like this, monthly, how long does it take to send? In case we get the money back, how many years is it today, Brother? Announced monthly like this, the mood of this project is like a fixed deposit, right, Brother? The minimum is 2 years. If at the beginning of the 3rd year, Nong Nantapong needs to withdraw the money, he can withdraw it. But if Nong doesn't have any necessity, just wait until the end of the project to receive the lump sum. But we already have returns every year, right?"
914.6,915.9,อืม,Hmm
916.2,944.6,แต่ว่าวันนี้หนูมีเวลาคิดตั้งแต่วันนี้แล้ว พอรับเล่มกรมธรรม์นับเป็นวันที่ 1 ถูกมั้ยคะ เรายืดหยุ่นไปอีก 30 วัน เนาะมีเวลาตัดสินใจ แต่ตรงเนี้ยที่พี่อยากให้เปิดการออม เพราะเราดูแลเรื่องทุนชีวิตอยู่แล้วตั้งแต่วันนี้ เราไม่รู้ว่าเหตุการณ์ข้างหน้าจะเกิดอะไรขึ้นถูกมั้ยคะน้องนันทพงศ์ อันนี้พี่ไม่ได้มีเจตนาก็จะต้องให้น้องเป็นอะไร คืออยากให้น้องอ่ะลองเปิดการออมเปิดใจ แล้วรับเล่มกรมธรรม์ไปตรวจสอบความถูกต้องถูกไหมคะ,"But today, I have time to think. From today, once you receive the policy, it counts as day 1, right? We can be flexible for another 30 days. There is time to decide. But this is where I want you to start saving. Because we are already taking care of life funds from today. We don't know what will happen in the future, right, Nong Nantaphong? I don't have any intention to make you become anything. I just want you to try to start saving and open your heart. And receive the policy to check the accuracy, okay?"
945.1,963.2,"อ่า โอเคยังไงวันนี้พี่ เรียนเชิญเก็บออมที่ขั้นต่ำไปก่อนก็ได้ที่ 2,25 บาทนะคะ เก็บเอาไปได้ด้วยกันนะคะ น้องท่านพ่อ 2,25 นี่เราต้องส่งเป็นรายเดือนใช่มั้ย อันนี้ถ้าถ้าสมมุติถ้าเปิด ถ้าเปิดวันนี้แล้วเราต้องจ่ายวันไหนดี วันที่ 11 พฤษภาคมค่ะ","Ah, okay. How are you today? I invite you to save the minimum amount of 2.25 baht first. Let's save together. Brother, for this 2.25, do we have to send it monthly? If we open an account today, when do we have to pay? May 11th."
963.7,973.0,11 พฤษภาคม ถ้าสมมุติ 11 พฤษภาคม ไม่ไหว นี่เราก็ผ่านไปได้อีกเดือนนึง ก็คือ 11 มิถุนายน,"May 11th, if suppose May 11th is not possible, then we can pass another month which is June 11th."
