Start time,End time,Transcript,English Translation
298.100,315.200,โอ้โหเกิดวันที่ 18 เดือน 10 1980 ตามฐานระบบเนาะทีนี้ปัจจุบันยังอยู่ที่อยู่เดิมมั้ยคะคุณลูกค้าที่เคยให้ไว้จะเป็น 8 เขตพระโขนงกรุงเทพฯถูกต้องไหมคะโอเคค่ะ,"Oh, born on the 18th of the 10th month, 1980, according to the system base, is it still at the same address now? The customer who gave it to me will be 8 Phra Khanong District, Bangkok, is that correct? OK."
326.100,336.000,ส่วนอื่นยังคุ้มครองอยู่ค่ะใช่ค่ะใช่ค่ะ,"The other parts are still protected. Yes, yes."
337.100,340.600,มันต้อง,It must
342.600,345.300,เสริมประกันแบบสะสมทรัพย์ถูกต้องไหมคะใช่ค่ะ,Is it correct to add savings insurance? Yes.
346.500,353.800,แล้วอย่างนี้มันตอนท้ายสุดไหมคะสมมุติว่าได้คืนมาก็คือร้านนึง,"And like this, is it at the end? Let's say that it was returned to a store."
354.400,364.500,"ถ้าสมมุติว่าเรามีโดนหักไป 200,000 บาทแล้วค่ะก็คือ 1 ล้านลบ 2 แสน 5 จะอยู่ที่ 750,000 บาทค่ะคุณลูกค้า","If we assume that 200,000 baht has been deducted, that is 1 million minus 2 hundred thousand 5, which will be 750,000 baht, sir."
366.000,425.800,"เพราะว่าอันนี้หนูพูดถึงทุนประกัน 1 ล้านบาทเนาะมันจะตกอยู่ที่เดือนละ 3,510 บาทแต่ว่าคุณลูกค้าเลือกความสะดวกได้เลยว่าจะเอาที่ทุนประกันเท่าไหร่เพราะว่าในการออมอ่ะถ้าทุนประกันน้อยเรทการออมก็จะน้อยตามลงไปด้วยถูกไหมคะแต่ว่าถ้าให้หนูเชียร์ถ้าคุณลูกค้าพอจะออมที่เดือนละ 3,500 บาทหนูอยากจะเชียร์ตัวนี้เพราะว่าหนูอ่ะไม่ได้มาเรียนเชิญปากเปล่าเนาะไม่เกิน 10 วันทำการนะคะเราจะจัดส่งเอกสารในการเก็บออมนะคะนะคะแล้วก็เล่มกรมธรรม์ให้คุณลูกค้าตรวจสอบความถูกต้องนะคะถ้าคุณลูกค้าเห็นด้วยหนูจะดูแลต่อจนจบโครงการแต่ถ้าคุณลูกค้าตรวจสอบแล้วว่าเออผลประโยชน์หรือว่าอะไรก็แล้วแต่ที่คุณลูกค้าอาจจะไม่สะดวกจะทำต่อเนาะคุณลูกค้าสามารถยุติตัวโครงการใช้สิทธิ์ตามกฎหมายค่ะโทรมาที่บริษัท fwd ก็ได้หรือไทยพาณิชย์ก็ได้เราจะมีเบอร์โทรนะคะแล้วก็ชื่อหนูอยู่ด้วยนะคะก็คือยกยกเลิกนะคะแล้วก็รับเงิน 3,000 บาท","Because here I am talking about the insured sum of 1 million baht. It will fall to 3,510 baht per month, but the customer can conveniently choose how much of the insured sum to take because in saving, if the insured sum is small, the savings rate will be It will be less as well, is that correct? But if you want me to cheer, if the customer can afford to save 3,500 baht per month, I want to cheer for this one because I didn't come to invite you orally, not more than 10 business days. I will send the savings documents and the insurance policy for the customer to check for accuracy. If the customer agrees, I will continue to take care of you until the project is finished. But if the customer has verified that it is a benefit or not. Whatever it is that the customer may not be comfortable doing, the customer can end the project and exercise their legal rights. You can call FWD Company or Siam Commercial Bank. We will have your phone number and my name in it. That is, cancel and receive 3,000 baht."
426.000,444.300, 510 บาทกลับไปเต็มจำนวนโดยไม่หักค่าใช้จ่ายค่ะคุณลูกค้าแต่ว่าการเปิดออมยอดแรกยอดเดียวนะคะที่วันเนี้ยหนูก็เริ่มคุ้มครองทันทีที่ทุนชีวิตนะคะที่ 1 ล้านบาททันทีหลังกรมธรรม์อนุมัตินะคะค่ะแล้วอันนี้คุณพรพรรณมีอะไรสอบถามเพิ่มเติมไหมคะ,"510 baht will be returned in full without deducting expenses, customers. However, when you open the first savings amount today, you will start receiving coverage immediately after your life capital is 1 million baht immediately after the policy is approved. And about this, Khun Phonphan, do you have any additional questions?"
448.400,452.900,ตรงนี้การออมของเราอ่ะค่ะก็คือ 20 ปีค่ะ,"Here, our savings is 20 years."
454.400,514.200,"ใช่ค่ะคุณลูกค้าลงทุนดูได้เลยค่ะก็คือเอา 3,510 บาทคูณกับ 12 เดือนนะคะก็จะอยู่ที่ 35 1 0 คูณ 12 จะอยู่ที่ 400,000 เอ้ย 42,000 อนุคิดเลขกลมๆนะแต่ว่าเราคูณ 20 ปีก็จะอยู่ที่ 8 8 แสนเพราะฉะนั้นคุณลูกค้ารับจริงค่ะคุณลูกค้ารับที่ 1 ล้านนะคะก็คือไม่ขาดทุนถ้าเป็นที่อื่นถ้าเราไปซื้อเกี่ยวกับโรคร้ายแรงถ้าเป็นโรคมะเร็งถูกมั้ยคะอันเนี้ยมันคือเบี้ยทิ้งถ้าเราไม่ได้ตรวจพบตรวจเจอแต่อันนี้เราเก็บสะสมไปให้คุณลูกค้าแล้วเท่านั้นยังไม่พอค่ะคุณลูกค้าสมมุติเก็บออมไปอันนี้หนูไม่ได้มีเจตนาไม่ดีเนาะเก็บออมไปสัก 5 ปี 6 ปีคุณลูกค้าอาจจะมีความจำเป็นต้องใช้เงินคุณลูกค้าสามารถนะคะเอาเงินตรงเนี้ยออกไปใช้ได้นะคะตามตารางมูลค่ากรมธรรม์นะปีนั้นๆถูกไหมคะใช่เพราะว่าตัวโครงการ","Yes, customers can invest and see, that is, take 3,510 baht and multiply it by 12 months, it will be 35 1 0 times 12, it will be 400,000. Hey, 42,000. I think of a round number, but if we multiply it by 20 years, it will be At 8 8 hundred thousand, so the customer really accepts it. The customer accepts 1 million, which means there is no loss. If it were somewhere else, if we went to buy something about a serious disease, if it was cancer, is that right? This is a disposable premium. We haven't detected it, but this one we've already collected for the customer. It's not enough. The customer, let's say you're saving for this. I don't have bad intentions. I'm saving for 5 years or 6 years. The customer may need to use the money. The customer can take the money out and use it according to the policy value table for that year. Is that correct? Yes, because of the project."
514.300,571.700,จบนะคะก็คือส่ง 20 ปีครบแล้วคุณลูกค้าจะจบสามารถจบได้แต่ถ้าคุณลูกค้ายังให้ดูแลต่อเราดูแลต่อจนจบอายุ 90 ปีก็คือชื่อโครงการประกันคุ้มครองตลอดชีพโรคร้ายแรงก็ 10/20 แต่ที่หนูเรียนแจ้งก็คือคุณลูกค้าอาจจะมองเห็นว่ายาวไปหนูก็เลยเรียนแจ้งว่าเราจบที่ 20 ก็ได้แต่ถ้าคุณลูกค้าไม่จบหนูก็ดูแลต่อถูกไหมคะแต่ว่าคุณลูกค้าไม่ต้องทำอะไรแล้วถูกไหมคะเพราะว่าเราคุ้มครองต่อให้ถึง 90 นะคะยังไงวันเนี้ยถ้าคุณลูกค้ามีความสนใจเนี่ยอยู่แล้วนะคะคุณลูกค้าลองดูที่ทุนประกันภัยที่เท่าไหร่ดีคะที่บอกว่าดูแลเนี่ยนะลักษณะว่าเอ่อพอเจอปุ๊บก็คือจะสั่งจ่ายปุ๊บก็คือหมดตัวประกันในเรื่องของโลกนั้นๆถูกๆถูกค่ะมันจะไม่ได้ใช้เกี่ยวกับพวกประกันสุขภาพทั่วไปที่เราเข้าโรงพยาบาล,"The end is when the 20 years are completed, the customer can finish. But if the customer continues to take care of us, we will continue to take care of him until the age of 90. That's the name of the insurance project for lifelong protection against critical illness, 10/20, but that's my thing. I would like to inform you that the customer may see that it is too long, so I would like to inform you that we can finish at 20th place, but if the customer doesn't finish, I will continue to take care of you, is that right? But is it right that you, the customer, don't have to do anything? Because we The coverage will continue up to 90 baht. Today, if the customer is already interested in this, please take a look at the sum insured. What is the amount of insurance? What does it say about taking care of this? It looks like, well, as soon as I saw it, That is, the payment will be made immediately and there will be no guarantees in the matter of that world. It is cheap and cheap. It will not be used for general health insurance that we go to the hospital for."
574.300,595.000,นี้ก่อนตัวโครงการเนี่ยไม่ได้เกี่ยวกับค่ารักษาพยาบาลแต่เราจะจ่ายเงินเข้ากระเป๋าให้คุณลูกค้าสมมุติอ่ะหนูทำกับคุณลูกค้าเราออมมาครบ 20 ปีแล้วใช่ไหมเพราะปีที่ 21 นะที่อ่ะๆเดี๋ยวพี่ขออนุญาตส่งให้เจ้าหน้าที่ที่เป็นหัวหน้าพี่อธิบายเพิ่มเติมพอดีพี่เป็นพนักงานด้วยใหม่ด้วยนะคะขออภัยด้วยนะคะ,"This is before the project itself. It's not about medical expenses, but we will pay the money into the pocket of a hypothetical customer. I'm doing this with my customer. We've been saving for 20 years, right? Because it's the 21st year. I'll ask. Please allow me to send it to the officer who is your supervisor to explain further. I am also a new employee. I apologize."
596.500,599.100,ฮัลโหลค่ะ,Hello
600.100,659.600,"สวัสดีค่ะเจ้าหน้าที่ชื่อพัชรกันต์ธนูทองใบอนุญาต 650 3004 726 จะเป็นหัวหน้าของน้องเสาวนีย์นะคะโอเคค่ะหนูขออนุญาตอธิบายโครงการแบบนี้นะคะว่าโครงการนี้มันจะเป็นโครงการเก็บออมเงินนะคะเป็นประกันชีวิตนะคะแบบสะสมทรัพย์ที่เข้ามาคุ้มครอง 15 โรคร้ายแรงให้ลูกค้านะคะอย่างผู้หญิงเราเนี่ยจะกังวลมากที่สุดก็คือในเรื่องของโรคมะเร็งถูกไหมคะสมมุติตัวหนูเองนะคะซื้อไว้จ่ายไปแล้วเดือนที่ 4 หนูซื้อทุน 1 ล้านบาทนะคะค่าเบี้ยเท่ากับที่เลยเนี่ยสมมุติว่าเดือนละ 3,500 บาทหนูจ่ายเบี้ยไปแล้ว 4 เดือนหนูจ่ายไป 4 เดือนแล้วเดือนที่ 5 นะคะหนูไปตรวจสุขภาพหรือหนูรู้สึกว่าไม่โอเคกับร่างกายหนูไปตรวจอ่าแล้วหนูตรวจเจอมะเร็งเริ่มต้นนะคะมะเร็งเริ่มต้นตั้งแต่ศีรษะจรดปลายเท้าหนูตรวจเจอปุ๊บคุณหมอออกใบรับรองแพทย์ให้หนูเอาใบรับรองแพทย์ใบนั้นมารับเงินก้อนจากบริษัท","Hello, the officer named Patcharakanthunthong, license number 650 3004 726, will be the boss of Nong Saowanee. OK, please allow me to explain the project like this. This project will be a savings project. It is life insurance. It is cumulative. The wealth that comes in will protect customers from 15 serious diseases. As women, the thing I'm most worried about is cancer. Is that right? Let's say I bought it and paid for it in the 4th month. I bought it with a capital of 1 million. baht. The allowance is the same. Let's say it's 3,500 baht per month. I've paid the allowance for 4 months. I've paid for 4 months. It's the 5th month. I go for a health check or I feel that I'm not okay with my body. I go for a check. Ah, then I was diagnosed with cancer. Cancer started from my head to my toes. As soon as I was diagnosed, the doctor issued a medical certificate for me. I took that medical certificate and received a lump sum from the company."
660.000,719.100,"นะคะ 25% ของทุน 1 ล้านก็คือ 250,000 บาทบริษัทจะโอนเงิน 250,000 บาทเข้าบัญชีของเราเลยนะคะเราจะเอาเงิน 250,000 บาทเนี่ยเอาไปใช้จ่ายค่าน้ำค่าไฟค่าอะไรก็ได้เพราะมันเป็นเงินที่อยู่ในบัญชีของเราแล้วและเดือนที่ 5 เดือนที่ 5 บริษัทเข้ามาช่วยเหลือเราโดยการไม่เรียกเก็บค่าเบี้ยประกันลูกค้าแล้วนะคะเท่ากับว่าลูกค้าหยุดส่งหยุดจ่ายหยุดเก็บไปเลยค่ะแต่อีก 75% ของทุน 1 ล้านหรือ 750,000 บาทบริษัทเราคุ้มครองต่อคุ้มครองโลกที่เหลือคุ้มครองทุนประกันชีวิตหรือคุ้มครองเป็นเงินเก็บของเรา 750,000 บาทค่ะลูกค้าแต่เราหยุดจ่ายเบี้ยไปแล้วนึกออกใช่ไหมคะอ้าสมมุติว่าเรารักษามะเร็งเราโชคดีมะเร็งเริ่มต้นเรารักษาหายอีก 5 ปีเราต้องการใช้เงินนะคะเราสามารถเวรคืนกรมธรรม์มูลค่าเงินสดเอาเงินก้อนของเราเอาออกไปใช้ได้แต่เราหยุดจ่ายเบี้ยตั้งแต่เดือนที่ 5 แล้วหรือถ้าอีกสัก 5 ปี 10 ปีเราสูญเสียชีวิตทุกกรณี","25% of the capital of 1 million is 250,000 baht. The company will transfer 250,000 baht into our account. We will take the 250,000 baht and use it to pay for water, electricity, whatever because it is money that is in our account and in the 5th month, the 5th month, the company came to help us by not charging the customer insurance premiums, which means that the customer stopped sending, stopped paying, stopped collecting, but another 75% of the capital of 1 million or 750,000 The baht our company continues to protect, protects the rest of the world, covers life insurance funds or protects our savings of 750,000 baht, customers, but we stop paying premiums and then you can imagine, right? Ah, let's say we cure cancer, we're lucky, the cancer starts, we get cured again. In 5 years, we want to use the money. We can return the policy to the cash value, take out our lump sum and use it, but we stop paying the premiums from the 5th month or if another 5 years, 10 years, we lose our lives in every case."
720.000,731.300,"บริษัทก็จะจ่ายเงินก้อน 750,000 บาทให้กับผู้รับผลประโยชน์ของเราแต่เราหยุดจ่ายเบี้ยตั้งแต่เดือนที่ 5 แล้วหรือถ้าเราอยู่จนจบครบสัญญาเราไม่ได้เป็นโรคอะไรเพิ่มเติมบริษัทจ่ายเงินก็ 750,000 บาทให้กับลูกค้า","The company will pay a lump sum of 750,000 baht to our beneficiary, but we have stopped paying premiums since the 5th month or if we stay until the end of the contract and we don't have any additional disease, the company pays 750,000 baht to the customer."
733.700,775.700,โครงการนี้เป็นโครงการเดียวที่ทุกบริษัทประกันนะคะไม่ทำกันแต่ไทยพาณิชย์เข้ามารองรับให้กับลูกค้าของทางไทยพาณิชย์เราซึ่งโดยปกติแล้วพวกกลุ่มโรคร้ายเนี่ยมันจะเป็นเบี้ยทิ้งปีต่อปีลูกค้าซื้อคุ้มครองตัวเอง 5 ปี 6 ปีปีที่ 7 ซื้อต่อไม่ไหวจ่ายเบี้ยไม่ไหวไอ้เท่ากับไอ้ 5 ปี 6 ปีที่เราจ่ายมาเนี่ยไม่ได้คืนแม้แต่บาทเดียวแต่โครงการนี้เป็นเงินเก็บอย่างที่บอกอ่ะค่ะแล้วก็สำหรับช่วงอายุของลูกค้าเนี่ยนะคะมันเป็นเบี้ยตายตัวด้วยค่ะไม่มีการปรับเบี้ยเพิ่มตามช่วงอายุวันนี้ลูกค้าจ่ายค่าเบี้ยช่วงอายุ 43 ปีอีก 10 ปี 20 ปีลูกค้าก็จ่ายเบี้ยช่วงอายุ 43 ของลูกค้าค่ะว่าเบี้ยไม่ปรับเพิ่ม 3 คู่นะคะ,"This project is the only project that every insurance company doesn't do, but Siam Commercial Bank comes in to support our SCB customers. Normally, those with serious illnesses are leftover premiums year after year for customers. Buy protection for yourself for 5 years, 6 years, the 7th year, can't continue to buy, can't pay premiums, it's the same as the 5 years, 6 years that we paid, not even a single baht will be returned, but this project is savings as I told you. As for the age of the customer, it is also a fixed premium. There is no increase in the premium according to age. Today, the customer pays the premium during the age of 43. In another 10 years, in 20 years, the customer pays the premium during the customer's age of 43. Yes, the premium will not increase by 3 pairs."
779.400,816.100,หลังจากนั้นก็สอนไม่ไหวแล้วก็จบลงเพียง 2 เกิดเอ่อลูกค้าเวรคืนเอาเงินก้อนของลูกค้าออกไปใช้ได้เลยก็คือเงินที่จ่ายค่าไฟตอนแรกก็คือคือกลับมาโดยที่ไม่มีค่ะมันจะมีหักนิดหน่อยค่ะลูกค้าเป็นค่าความเสี่ยงที่บริษัทเข้ามาซัพพอร์ตให้แต่อ่าลูกค้าจะได้อ่าได้ไม่เต็มจำนวน 100% อยู่แล้วแต่ขาดไม่เยอะหรอกค่ะลูกค้าเราจะมีตารางเวนคืนในกรมธรรม์เลยว่าลูกค้าเอาเงินออกตั้งแต่ต้นปีที่ 3 เป็นต้นไปนะคะลูกค้าได้อยู่ที่เท่าไหร่ปีที่ 3 เท่าไหร่ปีที่ 4 เท่าไหร่ปีที่ 5 เท่าไหร่มันจะมีระบุให้ลูกค้าได้เห็นเลยค่ะใช่ไหมคะอะไรนะคะ,"After that, I couldn't teach anymore and ended up with only 2 cases. Well, the customer on duty returned it and took out the customer's money and could use it, which is the money that was originally paid for the electricity bill. That is, it came back without any money. There would be a slight deduction, customer. It is a risk premium that the company has come to support, but the customer will not be able to receive the full amount 100%, but the loss will not be much. Our customer will have a surrender schedule in the insurance policy that the customer has taken money out since the beginning of the year. From the 3rd onwards, how much does the customer get in year 3? How much in year 4? How much in year 5? It will be stated for the customer to see, right? What is it?"
816.400,876.400,ส่งรายละเอียดมาให้ดูได้ไหมคะเอ่อรายละเอียดอันนี้หนูต้องทำความเข้าใจกับลูกค้าแล้วก็ต้องขอประทานโทษลูกค้านิดนึงนะคะในส่วนของรายละเอียดนะคะเราจะไม่ได้มีการจัดส่งเป็นโบว์ชัวร์หรือเอกสารให้ลูกค้าประกอบการพิจารณาแต่สิทธิ์สิทธิ์ของลูกค้าเรียนเชิญนะคะเราจะจัดส่งนะคะ 1 เลยเป็นการเข้าร่วมโครงการขออนุญาตลูกค้านะคะเข้าร่วมโครงการและเอกสารที่เราจัดส่งให้เนี่ยจะเป็นกรมธรรม์นะคะ 100% รายละเอียดผลประโยชน์ทั้งหมดของลูกค้าระบุชัดเจนความคุ้มครองในเรื่องของทุนประกันชีวิตและโรคร้ายเราเปิดความคุ้มครองให้ตั้งแต่วันแรกที่ลูกค้าเก็บออมและอ่าสิทธิ์ของผู้บริโภคก็คือสิทธิ์คุ้มครองผู้บริโภควันที่ลูกค้ารับเล่มกรมธรรม์เรานับเป็นวันที่ 1 ถ้าพี่ตรวจสอบรายละเอียดผลประโยชน์แล้วพี่โอเคพี่ชอบผลประโยชน์ที่ถือกรมธรรม์ไว้เลยเพราะมันมีผลบังคับทางกฎหมายเรียบร้อยแล้วแต่ถ้าพี่ไม่โอเคกับตัวโครงการในเล่มกรมธรรม์จะมีเบอร์โทรติดต่อของ SCB ของบริษัท fwd และชื่อนามสกุลน้องเจ้าหน้าที่ที่สามารถติดต่อเข้ามายึดติดโครงการรับเงินออมยอดแรกเดือนแรกที่พี่จ่ายเข้ามา,"Can you send me the details? Well, for these details, I need to understand the customer. And I have to apologize to the customer a little bit. As for the details, we will not be delivering them as brochures or documents. Let the customer consider the rights of the customer. Please come and we will send it. 1 So it is joining the project. Asking the customer's permission to join the project and the documents that we send will be the insurance policy. 100% All details of customer benefits clearly indicate coverage in terms of life insurance funds and critical illnesses. We provide coverage from the first day the customer saves and reads consumer rights, namely consumer protection rights, from the day the customer receives our policy book. It's day 1. If you check the details of the benefits and you're OK, you like the benefits that you hold the policy for because they are already legally enforceable. But if you're not okay with the project, there will be a phone number in the policy booklet. SCB's contact number of fwd company and the name and surname of the officer who can be contacted to adhere to the project to receive the first savings amount in the first month that you pay."
876.400,878.800,2510 บาทคืนเต็มจำนวนได้เลย,2510 baht can be refunded in full.
