Start time,End time,thai_transcript,translation
510.2,546.1,ค่ะโอเคแล้วก็เดี๋ยวคุณพี่คอนเฟิร์มนะคะตำบลแล้วก็อำเภอให้หนูหน่อยนะเป็นตำบลกะอำเภออะไรคะตำบลไทรม้าอำเภอเมืองค่ะจังหวัดนนทบุรีรหัสไปรษณีย์ 1100 ถูกต้องไหมคะถูกต้องค่ะตรงนี้ค่ะคุณพี่คะที่อยู่ตามทะเบียนบ้านค่ะกับที่อยู่ที่ทำงานนะคะอันนี้คือพี่ให้หนูระบบเป็นที่ไหนดีคะหรือเป็นที่เดียวกันไปเลยนิดเดียวกันค่ะขาก็คือจะเป็น 100/106 นะคะเหมือนกันนะคะแล้วก็ตัวอีเมลค่ะคุณพี่คุณพี่สะดวกแจ้งเบอร์อีเมลไหมถ้าไม่สะดวกไม่เป็นไรค่ะคุณพี่คะตรงนี้,
546.8,551.2,สะดวกค่ะ ขอเป็นอีเมลอะไรคะ,Of course. May I have your email address please?
556.0,592.4,แม่ขอโทษนะคะ เจ แปร์ นะคะ แล้วก็ Jay Japan A Apple ค่ะ เป็นซอส ค่ะ จุ๊บแจง วานะคะ ซุปแซนด์วิช ดอทคอม ค่ะ Gmail นะคะ gmail.com นะคะ โอเค เดี๋ยวพี่คอน ทัวร์ นะคะ จะเป็น J u b นะคะ แล้วก็ j a n g ถูกต้องไหมคะ,
593.3,597.6,ค่ะ แล้วก็จะเป็นนะคะ อ่า แล้วก็ VA ถูกต้องไหมคะ,"Yes, and it will be, ah, and VA, is that correct?"
598.5,619.1,ใช่ค่ะ แล้วก็ @gmail.com นะคะ จุ๊บแจง VA นะคะ gmail.com นะคะ แล้วก็ตรงนี้นะคะ ลูกค้าคะ เดี๋ยวไปฟัง ขออนุญาตสอบถามเบื้องต้นนิดนึงนะ ปัจจุบันกลุ่มที่ส่วนสูงโดยประมาณนะคะ คุณพี่ 150 บาทค่ะ น้ำหนักประมาณเท่าไหร่คะ,"Yes, and @gmail.com, okay. Jubjang VA, okay, gmail.com, okay. And here, customer. Let me listen for a moment. May I ask some initial questions? Currently, the group with an approximate height, ma'am, is 150 baht. How much does the weight approximately cost?"
620.2,625.1,ประมาณ 74 ค่ะ สถานภาพคนพิเศษหรือส่วนลดคะ,"About 74, do you have any special status or discounts?"
625.7,632.1,ออกค่ะ ให้หนูระบบเป็นพนักงานบริษัทธุรกิจส่วนตัว เป็นข้าราชการ ดีค่ะคุณพี่,"Okay, let me pretend to be a private company employee and a government official. Alright, Phi."
632.6,648.0,ธุรกิจส่วนตัวค่ะ ที่เรียนแจ้งเอาไว้นะคะ บัตรประชาชนของพี่จะหมดอายุวันที่ 1 ธันวาคม ค่ะนะคะ อ่า 2573 ถูกต้องตรงกันไหม ถ้าจำไม่ได้ไม่เป็นไรนะคุณพี่ขา,"It's a private business. I'm telling you that your ID card will expire on December 1st, 2573, right? If you can't remember, that's okay."
652.1,661.2,หมดปีนี้ค่ะ อีกรอบนึง 1 ธันวาคม 2567 นะคะ,"End of this year again, December 1, 2024."
661.9,676.3,"ค่ะ แล้วก็ตรงนี้นะคะ คุณพี่คะ รายได้เฉลี่ยต่อเดือนโดยประมาณนะ คุณพี่นะ เอาแบบคร่าวๆ นะคะ ไม่ซีเรียสอะไร พี่รับอยู่ประมาณเดือนละเท่าไหร่ครับ โดยประมาณค่ะ คุณพี่หมื่นบาทค่ะ ปีพรขออนุญาตลงเป็น 30,000-50,000 บาทแล้วกันนะ คุณพี่คะ","Yes, and here, dear brother, what is your approximate average monthly income? Just roughly, nothing too serious. About how much do you earn per month, approximately? Ten thousand baht, right? Pipat would like to put it down as 30,000-50,000 baht, alright brother?"
676.9,704.7,"นะคะ ถ้า 40,000 บาท คูณ 12 เท่ากับคุณพี่ปีนึงจะมีรายได้ตกเฉลี่ยปีละประมาณ 480,000 บาท โดยประมาณนะคะ แต่ว่าไม่เป็นไร ไม่ต้องตามที่เสียภาษีใช่ไหมคะ อันนี้แค่ระบบเอาไว้เฉยๆ ไม่ได้ แต่ว่าตัวนี้เดี๋ยวน้องจะทำให้เป็นพี่สามารถเอารถยนต์ภาษีให้เหมือนกันนะ ตัวนี้ก็คือสามารถเอาไปยื่นลดหย่อนภาษีรหัสตรงนี้ได้ด้วยนะ","If 40,000 baht multiplied by 12, your annual income will be approximately 480,000 baht on average. But it's okay, you don't have to pay taxes according to this, right? This is just a system for reference. But for this, the little sister will make it so that you can take the car tax as well. This means you can also use it for tax deduction with this code."
705.2,714.8,นะคะ โอเค แล้วเดี๋ยวหนูทวน เลขบัตรประชาชน ของคุณพี่อีกรอบนึงนะ บัตรประชาชน 13 หลักของคุณพี่ อันนี้เป็นหมายเลขอะไรคะ 3 หลักท้ายคือเลขอะไรครับ,"Okay, I will repeat your ID card number once again. For this 13-digit ID number, what are the last 3 digits?"
715.8,728.8,3120100478836 ค่ะ โอเค เดี๋ยวขออนุญาตทวน 3120100478 แล้วก็ 836 นะคะ,"3120100478836 yes, okay, let me repeat 3120100478 and 836."
729.8,775.1,โอเค เดี๋ยวหนูขออนุญาตสอบถามนะคะ คุณพี่ ตัวนี้อย่างที่หนูเรียนแจ้งกับพี่ไว้ว่า เราสามารถเข้ามาดูแลผู้รับผลประโยชน์ให้คุณพี่ได้เหมือนเดิมค่ะ ระบุได้ 3 ท่านเหมือนเดิมเลย คุณพี่จะระบุท่านเดียวก็ได้นะคะ 2 ท่านก็ได้ หรือจะให้ 3 ท่านเลยก็ได้นะคะ เดี๋ยวจะสอบถามนิดนึง คุณพี่ขา คุณพี่สถานที่เกิดค่ะ คุณพี่เกิดที่จังหวัดกรุงเทพมหานคร หรือเป็นที่จังหวัดนนทบุรีนะคะ คุณพี่เกิดที่จังหวัดหนองคายค่ะ ที่จังหวัดหนองคายนะคะ แล้วก็ตรงนี้นะคะ คุณพี่เป็นผู้ที่มีถิ่นที่อยู่ทางภาษีเฉพาะในประเทศไทยเท่านั้นนะคะ ถูกต้องไหมคะ ถูกต้องค่ะ โอเคค่ะ แล้วก็ตรงนี้นะคะ เหมือนเดิมเลย ท่านแรกเลยค่ะ ที่คุณพี่จะให้หนูดูแลเป็นผู้รับผลประโยชน์ อันนี้เป็นใครดีคะ คนแรกเลย อืม,"Okay, let me ask for your permission. As I have informed you, we can continue to take care of the beneficiaries for you as before. You can specify up to 3 persons as before. You can specify just one person, or two persons, or all three persons. Let me ask a little bit. Where were you born? Were you born in Bangkok or Nonthaburi province? You were born in Nong Khai province, right? In Nong Khai province. And here, you are a person with tax residency only in Thailand, correct? That's correct. Okay. And here, just like before, the first person that you will let me take care of as a beneficiary, who would that be?"
775.4,784.9,นางภัทรมนต์ค่ะ ด้วยความสัมพันธ์เป็นคุณแม่ใช่ไหมคะ เป็นนางสาวใช่ไหมคะ,"Ms. Pattaramon, are you single? Due to the relationship, you are a mother, right?"
786.0,790.8,เป็นนางอ๋อ เป็นนางนะคะ สะกดว่ามีตัวอะไรบ้างคะ,
791.6,804.3,ความสำเร็จไม่หยุดอยู่กับที่ ทหารเรือมีความมุ่งมั่น หนูภัทรพลรัตน์พันธุ์,Success does not stop. The navy is determined. Phatrapon Phan is a mouse.
804.9,835.1, ร้านอากาศ เรือไม้ หันตัวค่ะ เต่านะคะ หนูสระอาค่ะ พานไม่หันหน้ากากนะคะหนู โอเคแล้ว ก็อ่านที่อยู่นะคะ หนูขออนุญาตระบุเป็นที่เดียวกันกับของคนที่อันนี้ได้นะคะ อ๋อโอเค เดี๋ยวพี่พลอยตามที่อยู่ได้ไหม ของพี่สาวแต่ถ้าจำไม่ได้ไม่เป็นไรนะ ," The air shop, the wooden boat, please turn. Turtle, I am swimming. The tray is not facing the mask, I am okay, then read the address. I would like to specify the same address as this person's, okay? Oh okay, can Ploy follow the address? My sister's but if you can't remember, that's okay. "
836.2,850.1,ไม่เป็นไร จำไม่ได้ ถ้าจำไม่ได้ หนูขออนุญาตระบบเป็นที่เดียวกันกับของคุณพี่ เพื่อความรวดเร็วตรงนี้ได้เนอะ 100/106 ได้นะ โอเคแล้ว ก็บัตรประชาชนของพี่ภัทรมล จำได้ไหมคะ ถ้าจำไม่ได้ไม่เป็นไรนะลูกค้า,"It's okay if you can't remember. If you can't remember, may I request the system to be the same as yours for speed here, okay? 100/106 is fine. Okay, and do you remember Phattaramon's ID card? If you can't remember, it's okay, customer."
853.9,868.9,จำไม่ได้ค่ะแต่ว่าจำได้ว่าตัวตัวข้างหน้าจะเหมือนกันแล้วมันจะต่างกันแค่ 3 ตัวหลังแต่ว่าจำไม่ได้ค่ะ 3 ตัวหลังเป็นอะไรค่ะเดี๋ยวถ้าพี่จำหน้าแล้วก็เดี๋ยวพี่ไปกรอกในแอพพลิเคชั่นได้นะ,
869.3,929.0,คะ สามารถไปใส่ในแอปพลิเคชั่นได้โอเค ท่าที่สองให้ใครคะ เดี๋ยวให้คุณพี่คนเดียวเลย เป็นเป็นพี่สาว แต่ว่าเป็นลูกพี่ลูกน้องได้ใช่ได้ค่ะ คุณพี่ได้ๆ เหมือนกัน นางสาวอมรรัตน์ เรือ ไม่เห็น หน้ากาก ตเต่า นอน หูกระรอก โอเคค่ะ รับสกลค่ะ อ่อนคูณอ อ่างไม้เอก อ อ่างน หนูค่ะ เอาอ่างไม้เอก อ อ อ่างน หนู พอพลาดสระโอ แล้วก็ ลอ รีน ะ คะ แล้วก็ชื่อสะกดเป็น อ อ่าง ม ม้า ร เรือ สองตัว ไม้หัน อากาศ ตเต่า แล้วก็ น หนู ก็ การ คน อม อ่อน ปูน นะคะ เป็น ลลิง นะคะ แล้วก็,"Yes, you can put it in the application, okay. Who will you give the second pose to? Just give it to you alone. Be a big sister. But being a cousin is okay, right? You can do it too. Miss Amonrat, boat, not seen, mask, turtle, sleep, squirrel ears. Okay. Accept Sakon. Aon Khun Or Ang Mai Ek Or Ang Nuu. I want Ang Mai Ek Or Or Ang Nuu. Just missed the ""o"" vowel. And Lorin. And the spelling is Or Ang Mor Mar Reua Song Tua Mai Han Akat Tao. And Nuu Kor Karn Khon Om On Pun. Is a monkey. And"
929.2,988.9,ที่อยู่ของคุณอมรรัตน์ ก็เดี๋ยวปิยากรขออนุญาตอาบุค่ะ เป็น 100/106 นะคะ แล้วก็บัตรประชาชนของคนอมรรัตน์จำได้ไหม ถ้าจำไม่ได้ไม่เป็นไรนะคะ จำไม่ได้ค่ะ โอเค ไม่เป็นไรค่ะ อันนี้ให้ 2 ท่าน หรือว่าให้ใครเพิ่มเติมอีกไหมคะ ไม่ โอเค เป็น 2 ท่านนะ ก็คือจะเป็นคุณพัฒนมล กับคนอมรรัตน์นะคะ เป็นพี่สาวทั้งสองท่านเลยนะ นะคะโอเค แล้วก็ตรงนี้นะคะ หนูขออนุญาตสอบถามสุขภาพเหมือนเดิมนะ ให้พี่พัช อ่ะให้พี่วิภา อะ วิภาวีแจ้งว่าเคยหรือไม่เคย ใช่หรือไม่ใช่ เหมือนเดิมนะ นะคะ ข้อแรกเลยนะคะ คนที่เคยถูกปฏิเสธเรื่องการรับประกันภัยค่ะ เพิ่มอัตราเบี้ยประกันภัย เปลี่ยนแปลงเงื่อนไขสำหรับการขอเอาประกันภัย หรือการขอกลับคืนสู่สถานะเดิม หรือการขอต่ออายุของกรมธรรม์นะคะ จากบริษัทนี้หรือบริษัทอื่น อันนี้มีบ้างไหมคะ มีของ AIS ค่ะ,"Amornrat's address, Piyakorn will ask for permission to take a bath. It's 100/106, right? And do you remember Amornrat's ID card? If you can't remember, it's okay. Can't remember. Okay, no problem. Is this for 2 people or anyone else? No, okay, it's for 2 people, that is Khun Pattanamol and Amornrat. They are both older sisters, right? Okay, and here, I would like to ask about health as usual. Let Phi Phat, ah, let Phi Wipa, ah, Wipawee inform whether it has happened or not, is it the same as before? First of all, has anyone ever been rejected for insurance, had their insurance premiums increased, had the conditions for applying for insurance changed, or had to request to return to the original status or renew the policy? From this company or another company, has this ever happened? Yes, from AIS."
989.3,1003.2,อันนี้เป็น AIA นี่ประมาณกี่ปีแล้วคะ คนที่พอจำได้ไหม น่าจะเกิน 10 ปีได้อ่ะคะ อันนี้ปฏิเสธเป็นปฏิเสธจะเป็นอะไรคะ ปฏิเสธประกันสุขภาพค่ะ อ๋อ คิดว่าคนที่เป็นโรคเบาหวานใช่ไหม,"This is AIA, how many years has it been? Does anyone remember? It's probably been over 10 years. This rejection, what is the rejection for? It's a health insurance rejection. Oh, I think it's for people with diabetes, right?"
