Start time,End time,thai_transcript,translation
490.9,493.7,อย่างน้อยเราส่งไปเรื่อยๆ ค่ะ คุณลูกค้าเก็บออมให้กับตัวเอง,At least we keep sending it. The customer saves for themselves.
499.6,500.9,หรือว่าตรงนี้สูงไปไหม,Or is this too high?
504.7,505.0,เดี๋ยว,Wait a moment
508.4,509.6,ขอคิดดูก่อน ค่ะ,Let me think about it first.
510.7,513.7,อันนี้ติดปัญหาในด้านใดหรือว่ามีข้อกังวลใจในส่วนไหนไหมคะ,Is there any problem or concern about this?
515.3,559.7,"สอบถามเพิ่มเติมได้นะจริงๆ เนื้อตาไม่อยากให้พลาดโครงการตัวนี้ไปค่ะคุณลูกค้า อย่างน้อยๆ เหมือนประกันสังคมคุณลูกค้าก็มีการส่งอยู่ปกติอยู่แล้วถูกต้องไหมนะคะ อันนี้เยอะกว่าประกันสังคมนิดนึงค่ะคุณลูกค้า แต่ว่ามันมีกำหนดสัญญา 20 ปีเท่านั้น แต่ตัวนั้นหากคุณลูกค้าต้องจ่ายไปจนกว่าเกษียณ 55 ปี และอีกอย่างคุ้มครองกรณีเสียชีวิตอยู่ที่ 100,000 บาทเท่านั้นเองนะคะ และกว่าคุณลูกค้าจะได้เงินคืนก็คืออายุ 60 กว่าเลยนะคะ เหมือนแบบแล้วก็ได้เป็นบำนาญเนาะ แต่ตัวนี้อย่างน้อยค่ะคุณลูกค้า 20 ปีเท่านั้นนะจดสัญญานะคะ ไม่มีการต่อเลย และอีกอย่างมีความคุ้มครองจนถึง 5 แสนอีกด้วยแบบนี้ค่ะ เลยมีเรื่องให้ภาควงการตอนนี้ไปอย่างน้อยเป็นเก็บออมให้กับตัวเองค่ะคุณลูกค้า","You can ask for more information, really. I don't want you to miss this project, customer. At the very least, it's like social security where you already have a regular contribution, right? This is a little more than social security, but it has a contract term of only 20 years. But with that one, you have to pay until retirement at 55 years old. And another thing, the coverage in case of death is only 100,000 baht. And by the time you get your money back, you'll be over 60 years old. It's like a pension, right? But this one, at least it's only 20 years, with a contract. There is no extension. And another thing, there is coverage up to 500,000 baht as well. So there are things to do in the industry now, at least to save for yourself, customer."
560.6,563.6,อย่างปัจจุบันตอนนี้ คุณลูกค้ามีการลดหย่อนภาษีแต่ละปีไหม,"Currently, do you, the customer, have tax deductions each year?"
565.4,566.6,ไม่ได้ทำค่ะ,I didn't do it.
567.1,578.2,ยังไม่ได้มีการลดหย่อนเนอะ ไม่เป็นไรค่ะคุณลูกค้า ถ้าหากว่าอนาคตมีการลดหย่อนภาษีค่ะ คุณลูกค้ามีการยื่นภาษีเนาะ คุณลูกค้าเอาค่าโครงการตัวนี้ไปลดหย่อนภาษีเพิ่มเติมได้อีกด้วยค่ะ คุณลูกค้า,"There hasn't been a tax deduction yet, right? No problem, customer. If there is a tax deduction in the future, and the customer files taxes, the customer can use the cost of this project for an additional tax deduction."
580.2,593.2,ใช่ ไม่เกิน 10 วันทำการค่ะ เรามีลูกเล่นกรมธรรม์จัดส่งให้ค่ะ คุณลูกค้าปกติแล้วเอกสารสำคัญจะส่งที่ทำงานหรือว่าที่บ้านค่ะ หรือว่ายังอยู่ที่เดิมไหม แขวงหัวหมาก เขตบางกะปิ ค่ะ กรุงเทพมหานคร,"Yes, it does not exceed 10 working days. We have the insurance policy documents sent to you. Normally, important documents will be sent to the office or at home. Or is it still at the same place, Huai Khwang Subdistrict, Bang Kapi District, Bangkok?"
596.7,599.2,อันนี้อัพเดทเลขที่ตั้งนิดนึงค่ะคุณลูกค้า,This is a small update on the address number for the customer.
603.6,606.6,39 pn แก๊ส,39 people gas
607.8,608.5,A,N
610.4,610.6,ค่ะ,Yes
612.5,614.9,39 PM แก๊ส หมู่บ้าน,39 PM Village Gas
616.0,616.7,สวนสวย,beautiful garden
619.8,626.4,ซอย 6 60 รามคำแหง,"Soi 6, 60 Ramkhamhaeng"
627.8,627.9,A,N
629.5,630.3,60 ค่ะ,60 yes
630.9,632.2,หมู่บ้านสวนใช่ไหมคะ,Is this Suan village?
634.8,635.8,เป็นถนนอะไรนะคะ,What road is this?
636.2,640.7,ถนนรามคำแหง ค่ะ รามคำแหง,"Ramkhamhaeng Road, Ramkhamhaeng"
644.3,648.7,ค่ะ แล้วก็รหัสไปรษณีย์ 10240 ถูกต้องไหมคะ ตัวนี้,"Yes, and is the postal code 10240 correct? This one."
650.6,655.8,ค่ะ อันนี้ที่อยู่ปัจจุบัน ขออภัยค่ะ ที่อยู่ตามทะเบียนบ้านกับที่อยู่ตรงนี้ที่เดียวกันไหมคะ,"Sorry, is the current address the same as the address on the house registration?"
657.7,658.3,ไม่ค่ะ,No
658.9,661.9,เป็นคนละที่เนาะ สะดวกแจ้งไหม หรือว่าให้ลงบัญชีเดียวกัน,"It's a different place, right? Is it convenient to inform or should I put it in the same account?"
666.9,669.1,อันนี้สะดวกแจ้งไหมคะ,Is this convenient to inform?
672.1,672.6,ถ้า ,If
674.1,683.9,มันต้องส่งวันที่กรุงเทพฯ ใช่ไหมคะ ใช่ค่ะ คุณลูกค้า ไม่เป็นไรค่ะ,"It has to be sent on the date in Bangkok, right? Yes, dear customer, no problem."
684.9,685.1,เนาะ,Right?
687.0,689.3,เป็น 10/1 หมู่ 5 นะคะ,It is 10/1 Moo 5
690.2,690.5,ค่ะ,Yes
691.0,693.6,ตำบลหนองหลวง อำเภอโนนสะอาด จังหวัดเลย,"Nong Luang Subdistrict, Non Sa-at District, Loei Province"
694.3,695.5,จังหวัดสุรินทร์,Surin Province
697.9,700.3,เป็นอำเภออะไรนะคะ,What district is it?
703.4,705.1,แล้วก็ตำบลค่ะ,And sub-district
705.8,711.0,หนองหลวง หนองหลวง รหัสไปรษณีย์ค่ะ คุณลูกค้า,"Nong Luang, Nong Luang, postal code, customer."
713.1,725.6,32130 โอเคค่ะ แล้วก็ที่อยู่ที่ทำงานอันนี้สะดวกแจ้งไหมคะ หรือว่าให้ลงตามที่อยู่อื่นงั้นก็ลงตามที่อยู่ที่ปัจจุบันไปก่อนนะ,"32130 Okay, and is this work address convenient to notify or should I put it according to the other address, so I will put it according to the current address first."
727.5,743.4,ในส่วนของการเก็บออมค่ะ คุณลูกค้าตัวนี้ก็ไม่ยากนะคะ คุณลูกค้าออม 3 วันผ่านบัญชีธนาคารออมทรัพย์หรือว่าบัตรเครดิตก็ได้นะคะ ตัวนี้คือเชื้อราลงทะเบียนให้แล้วก็ออกเลขกรมธรรม์ คุณลูกค้าก็ไปจ่ายบิลเหมือนจ่ายค่าน้ำค่าไฟปกติแบบเนี้ยค่ะคุณขา,"In terms of savings, this customer is not difficult. You can save for 3 days through a savings bank account or credit card. This is a fungus that has been registered and the policy number has been issued. The customer can go and pay the bill like paying for water and electricity normally like this."
745.2,745.8,ใช่ค่ะ,
748.2,750.0,ปกติเคยจ่ายค่าน้ำค่าไฟอยู่เนาะ,"Normally, you used to pay for water and electricity, right?"
750.5,786.3,ค่ะ นั่นแหละ เหมือนการใส่โทรศัพท์ แต่ว่ามันจะมีบริษัทประกันข้างล่าง ก็คือตัวนี้จะให้ fw โดยตรงนะ จะไม่ได้หักผ่านบัญชีของคุณลูกค้า หรือว่าจะไม่ได้อันนี้นะ อันนี้คือจะพาทำทีละขั้นตอน คุณลูกค้าจะได้รู้ว่าการเก็บออมตัวนี้มันไปตรงไหนตรงไหนบ้าง แบบเนี้ยค่ะ ค่ะ แล้วก็คำนำหน้าของคุณลูกค้าตัวนี้ค่ะ เป็นนางหรือว่านางสาวคะ มียศมีตำแหน่งไหมเอ่ย นางสาวเนาะค่ะ ชื่อนะคะ คุณนฤมลแสงทอง จะได้ขออนุญาตสะกดทีละตัวนะคะ คุณลูกค้าตัวไหนผิดแย้งได้เลยนะ เพราะว่ามันเป็นผลประโยชน์ของคุณลูกค้านะคะ,"Yes, that's right. It's like adding a phone, but there will be an insurance company at the bottom. This will provide fw directly, and it won't be deducted through your customer account or anything like that. This will be done step by step. You, as the customer, will know where this savings is going. And the title of the customer, is it Mrs. or Miss? Do you have any ranks or positions? It's Miss, right? The name is Ms. Naruemon Saengtong. Let me spell it one by one. If any of the letters are wrong, please let me know immediately because it's for the benefit of you, the customer."
788.0,803.3,ค่ะ จะเป็นนามสกุลอ่านว่า มาลลิงค่ะ นามสกุลขึ้นต้นด้วยสระแอค่ะ แล้วมีตัวสะกดเป็นตัว ง นะคะ ที่มีความหมายว่า งูทหาร หรือ งูอ่างค่ะ แล้วก็สถานภาพตรงนี้เป็นโสดหรือว่าสมรสคะ,"Yes, the surname is pronounced ""Malling"". The surname starts with the vowel ""ae"". And the final consonant is ""ng"", which means ""military snake"" or ""cobra"". And for the marital status here, is it single or married?"
806.2,807.2,ไม่ได้สมรส ค่ะ,Not married.
809.6,812.9,ไม่เป็นไรค่ะ ก็คือแต่งงานไม่ได้จดทะเบียนแบบนี้ใช่ไหมคะ,"That's okay. So this means getting married without registering, right?"
816.0,818.0,หมื่นเป็นหมื่นเจ็ดเนาะ,"Ten thousand is seventeen thousand, right?"
820.2,820.9,ได้ค่ะ,Okay
825.7,830.6,แล้วก็ตัวนี้ค่ะ คุณลูกค้า สถานที่เกิดค่ะ คุณลูกค้า ตัวนี้เป็นจังหวัดไหนคะ,"And for this one, the customer's place of birth, which province is this?"
840.0,844.6,ท่านเป็นผู้มีถิ่นที่อยู่ ทางภาษีเฉพาะในประเทศไทย ใช่หรือไม่คะ,Are you a tax resident only in Thailand?
846.7,847.5,ขอบคุณค่ะ,Thank you
849.7,859.3,ค่ะ ตอนนี้ค่ะ คุณลูกค้าสามารถระบุผู้รับผลประโยชน์นะคะ คุณลูกค้าได้สูงสุดถึง 3 คน หรือว่าระบุว่าอย่างน้อย 1 คนก่อนก็ได้ อันนี้จะให้เป็นใครคะ,"Yes, at this time, you as the customer can specify up to 3 beneficiaries, or you can specify at least 1 person first. Who would you like this to be?"
864.8,866.2,มีความสัมพันธ์เป็นบุตรเนาะ,"Have a relationship as a child, right?"
868.3,871.5,เป็นเด็กชายแล้ว ก็สะกดชื่อให้หน่อยนะคะ เพื่อความถูกต้อง,"I'm a boy, please spell my name a bit correctly."
882.0,885.1,อากาศไม่เอื้ออำนวยนะคะ,The weather is not favorable.
885.8,889.2,ไม่ อากาศไม่เอื้อ หนูเป็นจิตแพทย์ ใช่ไหมคะ,"No, the weather is not good. You are a psychiatrist, right?"
890.9,896.3,แล้วก็อันนี้พอทราบเลขบัตรประจำตัวประชาชนของคุณน้องไหมคะไม่ทราบไม่เป็นไร,"And for this, do you know your national ID card number? If not, that's okay."
902.4,903.4,ไม่ทราบ ไม่เป็นไรนะคะ,"I'm not sure, but it's okay."
905.1,905.5,ได้ค่ะ,Yes
918.3,920.5,A,N
921.2,923.2,คะ,"A polite particle used by females to show agreement or acknowledgement, similar to ""yes""."
924.1,925.6,A,N
926.3,927.4,094 ค่ะ,094 ka
929.1,960.8,แล้วก็ 304304 ค่ะ ขออนุญาตทวนนะคะ เป็น 132920094304 นะคะ 0 3 ตัว ค่ะ 0094 ค่ะ เป็น 13292009 4304 นะคะ ค่ะค่ะ อันนี้ที่อยู่ของคุณน้องก็คือ ตามที่อยู่ที่คุณลูกค้าอยู่ปัจจุบันเลยเนาะ ใช่ค่ะ ค่ะ และก็อันนี้ระบุให้ใครเพิ่มเติมไหมคะ,"And then 304304. Let me repeat, it's 132920094304, with 0 3 digits. 0094 is 13292009 4304. This address of yours is the same as the customer's current address, right? Yes. And do you want to specify this to anyone else?"
962.4,964.2,แต่ สถานภาพก็คือเป็น,But the status is
967.0,969.8,ขออภัยค่ะ อันนี้มีความสัมพันธ์เป็นคู่สมรสเนอะ,"I'm sorry, this relationship is a married couple, right?"
970.7,971.8,ใช่แต่เรา,"Yes, but us"
972.6,976.0,ไม่เป็นไรค่ะ คำนำหน้าตรงนี้เป็น นาย ใช่ไหมคะ,"That's okay. The title here is Mister, right?"
976.7,977.7,มียศ มีตำแหน่ง ไหม,Do you have a rank or position?
978.7,981.3,คะ,Yes
999.2,1000.4,เป็นคำลือใช่ไหมคะ,Is it a rumor?
1001.4,1004.6,แล้วก็ที่อยู่ก็คือตามที่ของคุณลูกค้าเลยนะ,And the address is the same as the customer's.
1006.2,1006.9,ที่อยู่เขา,His address
1008.1,1008.3,ค่ะ,Yes
1013.4,1016.7,แต่ ว่า,But
1018.4,1019.3,บ้านเลขที่ 1,House Number 1
1020.0,1020.6,A,N
1024.3,1024.6,ตำบล,Subdistrict
1036.3,1037.5,อำเภองาว,Ngao District
1038.0,1041.2,สระอา วแหวน ค่ะ,"Swan ring, ka"
1042.0,1043.3,จังหวัด ลำปาง,Lampang Province
1043.9,1045.4,จังหวัดลำปาง,Lampang Province
1046.6,1048.2,ค่ะ รหัสไปรษณีย์ ค่ะ,"Yes, postal code."
1051.5,1062.5,แล้วก็อันนี้เลขบัตรประจำตัวประชาชน พอทราบไหมคะ ไม่ทราบไม่เป็นไรค่ะ อันนี้ให้ใครเพิ่มเติมไหมคะ หรือว่าให้ 2 คน,"And do you happen to know this ID card number? If not, that's okay. Would you like to add anyone else for this, or should it be for 2 people?"
1064.0,1064.9,ค่ะ,
1070.6,1081.4,ขั้นตอนต่อไปค่ะ คุณลูกค้าตัวนี้คุณลูกค้าจะออมผ่านแอป ออมผ่านไทยพาณิชย์เราเลยมั้ย หรือว่าจะออมผ่านบัญชีธนาคารอื่นคะ,"Next step, for this customer, will you save through the app, save through our Siam Commercial Bank, or will you save through another bank account?"
1083.2,1089.8,ได้ค่ะ อันนี้คุณลูกค้าเข้าที่หน้า Application ได้เลยนะ เจอดาจะพาทำทีละขั้นตอนนะคะ,"Yes, for this, the customer can go to the Application page right away. Jeoda will guide you through it step by step."
1104.5,1109.3,ค่ะ ค่ะ อันนี้เข้ามาแล้ว คุณลูกค้าเข้าที่เมนูธุรกรรมของฉันนะคะ,"Yes, yes, this has already arrived. The customer goes to my transaction menu."
1112.5,1114.1,เข้า ธุรกรรม ของ ฉัน แล้ว เนอะ,"Entered my transaction already, right?"
1115.4,1115.7,ค่ะ,Yes
1116.2,1119.5,"กดคำว่า ""จ่ายบิล"" ค่ะ คุณลูกค้า","Press the word ""Pay Bill"", dear customer."
1122.9,1129.5,เลื่อนลงมาด้านล่างนะคะ จะเจอ fwd สีส้มๆ,"Scroll down, you will see an orange fwd."
1130.4,1132.1,เจอไหม ข้างล่างกรุงศรีนี้แหละ,Did you find it? It's right below Krungsri Bank.
1133.0,1137.2,ค่ะ ในหน้าแรกเลยเนาะ อันนี้กดเข้ามาหน้านี้มีอะไรบ้างคะ,"Yes, this is the first page. When you click into this page, what do you see?"
