Start time,End time,Transcript,English Translation
227.500,253.400,"หรือว่าจะโดนโดนเรื่องค่าดำเนินการแต่ว่าเงินต้นก็คือได้เงินต้นที่เราฝากทุกเดือนก็คือได้ตามปกติถูกต้องค่ะค่ะแต่อันนี้ขออนุญาตสอบถามนิดนึงถ้าในส่วนของเรทกันตรงนี้ค่ะเราจะมีในสังคมคุ้มครองชีวิตให้ด้วยเนาะตัวนี้คุณเมลดาจะให้ใครเป็นผู้รับผลประโยชน์ดีคะสูงสุดได้ 3,000 เลย 1 นายประเสริฐตอนนี้จะเป็นในส่วนของความสัมพันธ์เป็นอะไรคะ","Or will you be hit with a processing fee, but the principal means you get the principal that you deposit every month, which means you get it normally, correct. But for this one, please allow me to ask a little bit. If in the section on rates here, we will have in Society provides life protection as well. For this one, Ms. Melada, who will be the beneficiary? The maximum is 3,000 baht. 1 Mr. Prasert, what will happen now in terms of relationships?"
254.000,271.400,และในส่วนของท่านที่ 2 ล่ะคะนางชุดพิการเกมวิทยานุกูลตอนนี้เป็นมารดานะคะค่ะตอนนี้มีท่านที่ 3 แล้วค่ะหรือว่า 2 ท่านมี 3 ค่ะ,"And as for the 2nd person, Ms. Sudphaipakam Wittayanukun is now a mother. Now there is a 3rd person, or 2 people, there are 3 people."
273.800,279.700,นางสาวมุกดาหารตอนนี้ความสัมพันธ์เป็นอะไรคะน้องสาวค่ะ,"Miss Mukdahan, what is your relationship like now?"
281.400,289.200,และในส่วนของที่อยู่ของท่านที่อยู่ของผู้รับผลประโยชน์ทั้ง 3 ท่านนะคะเป็นที่อยู่เดียวกันกับคุณพี่ไหมคะ,"And as for your address, are the addresses of the 3 beneficiaries the same as yours?"
295.800,296.400,ได้ค่ะ,okay
297.000,355.700,และในส่วนของหมายเลขบัตรประชาชน 13 หลักของผู้รับผลประโยชน์ทั้ง 3 ท่านตรงนี้ทราบไหมเอ่ยเดี๋ยวถ้าไม่ทราบไม่เป็นไรนะคะไม่เป็นไรค่ะและในส่วนของสักครู่นะคะค่ะต่อไปตรงนี้จะเป็นใน 2 ขั้นตอนลงทะเบียนรับสิทธิ์นะคะคำนำหน้าของคุณพี่นิลดาค่ะตัวนี้จะเป็นในส่วนของนางนางหรือว่านางสาวค่ะนางสาวค่ะเดี๋ยวตอนนี้ขออนุญาตสะกดชื่อนะคะปิดสระเอะมม้ายยักษ์การันต์ลลิงรเรือดเด็กสระอานะคะนามสกุลค่ะสถานภาพปัจจุบันสดแต่ว่าสมรสค่ะโสดนะคะอาชีพปัจจุบันตอนนี้เป็นพนักงานบริษัทข้าราชการหรือเจ้าของธุรกิจค่ะอันนั้นบริษัทนะคะหารายได้นะคะเป็นแพทย์เอกชนนะคะอ๋อค่ะแล้วตัวนี้ในส่วนของรายได้ตกเฉลี่ยต่อปีประมาณปีละเท่าไหร่คะตอนนี้ตัวเลขกลมๆได้,"And as for the 13-digit ID card number of the 3 beneficiaries here, do you know? If you don't know, that's okay. That's okay. And for the moment, here it will be in 2 steps. When registering to receive rights, the title of Miss Nilda, this one will be in the form of Nang Nang or Miss, Miss. Now, please allow me to spell the name, closing the vowel, Emmai Yak, Karanlalingorn. Bed bug child vowels. Last name. Current status: live but married. Single. Current occupation: right now, I'm a company employee, government official or business owner. That's the company. I earn money. I'm a private doctor. Oh, and this one. As for the average annual income drop, approximately how much per year? Right now it's a round number."
357.800,363.000,อืมประมาณล้านล้าน 2 ค่ะ,"Um, about 2 trillion."
371.000,394.600,12 เมษายน 2540 ค่ะเดี๋ยวตอนนี้ค่ะกวนโทนเบอร์โทรศัพท์ให้เจ้าหน้าที่อีก 1 ครั้งนะคะ 081-2776102 ค่ะขอบพระคุณค่ะเบื้องต้นได้ 2 ขั้นตอนลงทะเบียนทั้งหมดเป็นที่เรียบร้อยแล้วค่ะขั้นตอนต่อไปค่ะจะเป็นขั้นตอนการเก็บออมการเปิดคุ้มครองครั้งแรกค่ะตอนนี้คุณมีดาราสะดวกเก็บออมผ่านตัวบัตรเครดิตอะไรอย่างนี้ค่ะ,"April 12, 1997. Now, please tone the telephone number for the staff one more time, 081-2776102. Thank you. Initially, there are 2 steps to register. All are already completed. The next step will be the savings step. Opening protection for the first time, now you have the convenience of saving through a credit card or something like this."
397.100,402.200,ของตัวแบงก์ไหนคะ,Which bank is it?
406.400,412.000,อันนี้อันนี้เป็นของเก็บออมของ SCB ใช่ไหมคะถูกต้องค่ะ,"This one is a savings item from SCB, right? That's correct."
413.000,415.100,ก็เป็นแบบเด่น,It's a prominent type.
419.800,421.500,วีซ่าหรือมาสเตอร์ค่ะ,Visa or Master
423.800,426.500,เดี๋ยวตัวนี้ 2 ของเลข 16 บาทหน้าหลักและ,Now this one is 2 of the number 16 baht on the main page and
427.400,428.900,ให้เลข 16 หลักได้เลยค่ะ,Please give me a 16 digit number.
435.500,443.100, 76017601 077 นะคะ,76017601 077
443.600,447.700,2226 2 2 2 2 6 นะคะ,2226 2 2 2 2 6
457.700,462.200,เดี๋ยวตรงนี้รบกวนทวนในส่วนของชื่อหน้าบัตรภาษาอังกฤษให้เจ้าหน้าที่นิดนึงนะคะ,"Now, please help me repeat the name on the front of the card in English for the staff."
488.600,492.600, nukull นะคะ,nukull
493.300,501.500,สินค้าขอบพระคุณค่ะทวนในส่วนของหมายเลขบัตรประชาชน 13 หลักให้เจ้าหน้าที่อีก 1 ครั้งนะคะเพื่อระบุลงหน้ากรมธรรม์,Thank you for the product. Please repeat the 13 digit ID card number to the officer one more time to specify it on the front of the insurance policy.
503.900,507.600, 19098 19098 ค่ะ,19098 19098
508.700,512.200, 0114701147 ค่ะ,0114701147
513.300,520.800, 1 3 2 0 3 2 ค่ะใช่ไหมคะแต่ถ้าไม่ทราบไม่เป็นไรค่ะ,"1 3 2 0 3 2 Is that right? But if you don't know, that's okay."
526.100,530.300,พอดีว่าหนูอ่ะก็มีพนักงานก็ตั้งอยู่ที่เชียงใหม่,I happen to have employees based in Chiang Mai.
531.600,537.200,เมษา 2572 11 เมษายน 2572 นะคะ,"April 2029, 11 April 2029"
538.100,539.700,นะคะขอบพระคุณสักครู่นะคะ,Thank you for a moment.
541.800,549.800,จะไปในส่วนของน้ำหนักเดี๋ยวตรงนี้รบกวนคุณพี่ทวนในส่วนของน้ำหนักส่วนสูงให้เจ้าหน้าที่ 1 ครั้งนะคะนำหน้า 51 ตัว 170 ค่ะ,I'm going to go to the weight section right now. Please ask Mr. Tuan for the weight and height section for the staff one time. 51 in front is 170.
554.300,556.700,สักครู่นะคะขออนุญาตทำรายการสักครู่ค่ะ,Just a moment. Please allow me to make a transaction for a moment.
559.700,575.000,วีซ่า 47737601 60777-2226 วันหมดอายุบัตร 07/24 นะคะในส่วนของชื่อนั่นขนาดค่ะจะเป็น M แล้วก็เว้นวรรคนะคะ,"Visa 47737601 60777-2226 Card expiration date 07/24 As for the name, the size will be M and include a space."
575.500,583.700,ใช่เป็น c h i a m v i t t a y a n u k u l นะคะ,"Yes, it is c h i a m v ​​i t t a y a n u k u l."
585.400,603.500,"ค่าในส่วนของตัวเนี้ยค่ะขออนุญาตทำรายการทำบัตรในส่วนของการสักครู่นะคะการเก็บออมนะคะเดือนละ 8,400 8,438 บาทนะคะใช่ค่ะตัวนี้เป็นเดทรายเดือนแต่ตีเป็นเลขกลมๆให้เดือนละ 8,000 บาทค่า","The value for this part, please allow me to make a card transaction for the savings part, is 8,400 8,438 baht per month. Yes, this one is a monthly date, but it's a round number for the month. 8,000 baht each"
604.400,607.300,อยากได้เอาออกมาตามตาราง,I want to bring it out according to the table.
608.300,650.500,"รายกิ๊กก็คือ * 12 เข้าไปถ้าเป็นรายปีตรงนี้จะมีส่วนลดให้ค่ะเหมือนเราประหยัดไปเดือนนึงเลยแล้วถ้าเป็นในส่วนของตัวบัตรเครดิต SCB อ่ะค่ะตัวนี้จะผ่อน 0% 10 เดือนได้ด้วยเดี๋ยวตอนนี้เลือกเป็นรายปีไหมคะถ้าเป็นลายหมายถึงว่ารสนี้หมายถึงว่าจ่ายเท่านี้แต่ว่าคือจะจ่าย 8,400 บาทต่อเดือนหรือจะจ่ายเป็นรายปีต่อปีก็คือจะได้ 10,000 ต่อปีใช่ไหมถูกต้องค่ะแต่เหมือนตอนนี้เราเก็บออมไปสมมุติว่าตรงนี้ค่ะเป็นเดือนละ 8,438 บาทเนาะปีนึงจะตกอยู่ที่ 111,256 บาทแต่ตรงเนี้ยค่ะถ้าเป็นในส่วนของผลิตภัณฑ์ปีนึงอยู่ที่เท่าไหร่นะคะ","The gig income is *12. If it's an annual fee, there will be a discount here. It's like we've already saved for a month. If it's the SCB credit card, this one can pay in installments at 0% for 10 months as well right now. Do you choose to pay annually? If it's a pattern, it means that this flavor means you'll pay this much, but that is, will you pay 8,400 baht per month or will you pay annually, that is, you'll get 10,000 per year? Is that correct? But it's like Now we are saving and assuming that here it is 8,438 baht per month. In one year it will fall to 111,256 baht. But if it is in the product part, how much is it in one year?"
650.900,668.300,"ถ้า 8,438 บาทเนาะปีนึงค่ะจะตกอยู่ที่ 11,256 บาทแต่ถ้าตรงนี้เราเลือกเก็บออมจะรายปีไปเลยค่ะก็จะเหลืออยู่ที่ 93,000 บาทสักครู่นะคะ 90,000 บาทเดี๋ยวสักครู่นะคะพี่","If it's 8,438 baht, in one year it will fall to 11,256 baht. But if here we choose to save on an annual basis, then there will be 93,000 baht left for a moment. 90,000 baht, just a moment."
673.600,683.400,"สักครู่นะคะเจ้อยู่ที่ 93,750 บาทได้รับส่วนลดไปด้วยหรือว่าตอนนี้เลิกเก็บออนไลน์ฟรีค่ะตัวนี้มีความสุขจริงๆ","Just a moment, sister, it's at 93,750 baht. Did you get a discount or are you now stopping to collect it online for free? I'm really happy with this one."
684.000,688.700,เอาเป็นลายเปียค่ะเป็นรายปีเนาะ,Let's make it a braid pattern. It's an annual one.
689.100,699.000,แล้วตอนนี้ทำรายการในส่วนของเขาเรียกว่าผ่อน 0% คุณพี่จะตัดมีส่งของเขาเรียกว่าเตี่ยตัดเต็มปลายปี 93 หรือว่าเป็นในส่วนของผ่อน 0% 10 เดือนค่ะ,"And now doing a transaction on his part called 0% installments. Brother will deduct his payment, called Tia, full payment at the end of '93 or is it the part of 0% installments for 10 months?"
700.600,701.700,เป็น,is
702.800,704.100,มันเท่ากันเลยใช่ไหมคะ,"It's the same, right?"
706.000,719.100," 93,750 บาทแต่ถ้าตัวนี้ค่ะก็คือสามารถที่จะไปผ่อนกับ 0% กับทางบัตรได้ 10% 10 เดือนเอ่อ","93,750 baht, but if this is the case, you can pay in installments with 0% with the card, 10% for 10 months."
724.700,726.500,ผ่อน 0% 10 เดือนเนาะได้ค่ะ,You can pay in installments at 0% for 10 months.
727.400,728.200,ขอบพระคุณค่ะ,Thank you.
729.500,730.700,สักครู่นะคะ,Just a moment.
732.000,748.800,อันนี้ก็คือจะมีรายละเอียดส่งมาภายใน 10 วันถ้าสมมุติว่าเราอ่านแล้วเรารู้สึกแบบติดขัดหรือว่ารู้สึกว่าอยากจะยกเลิกอะไรอย่างนี้ก็มาแจ้งได้เลยค่ะโทรแจ้งได้ค่ะภายใน 30 วันเหมือนประกัน 1 ชั่วโมงค่ะ,"This is that the details will be sent within 10 days. If we assume that after reading it and we feel stuck or feel like we want to cancel something like this, we can come and notify us. Call and inform us within 30 days, like a 1 hour guarantee. yes"
751.000,764.400,สามารถนำไปลดหย่อนในส่วนของแล้วก็ลดหย่อนได้ 100% ของจำนวนที่เราเก็บออมเข้าไปในแต่ละปีเลยโอเคค่ะ,"It can be deducted in part and can be reduced to 100% of the amount we save each year, OK."
764.800,766.500,ได้ค่ะเดี๋ยวสักครู่นะคะ,"Okay, just a moment."
787.900,789.000,สักครู่นะคะ,Just a moment.
790.200,850.100,เดี๋ยวตรงนี้จะเป็นในส่วนของคำถามจากการนะคะคำถามป้องกันในส่วนการฟอกเงินนะคะคราวนี้ตอบให้เคยเหลือไม่เคยนะคะคุณเป็น,"Right now, this will be the question section from the money laundering prevention question section. This time, I'll answer it for you. Never have there been any left. Are you"
850.200,897.500,สัญชาติประเทศที่เกิดที่เกี่ยวข้องกับประเทศสหรัฐอเมริกาหรือไม่คะ 2 ค่ะคุณเป็นหรือเคยเป็นผู้ถือบัตรประจำตัวผู้มีถิ่นอยู่ถาวรอย่างถูกกฎหมายในประเทศสหรัฐอเมริกาหรือไม่คะ 3 ค่ะเสียภาษีให้กับกรมสรรพากรของประเทศสหรัฐอเมริกาหรือไม่คะคุณมีสถานะเป็นผู้มีถิ่นอยู่ในประเทศสหรัฐอเมริกาเพราะวัตถุประสงค์ในการเก็บภาษีอากรของประเทศสหรัฐอเมริกาหรือไม่คะค่ะตัวนี้จะเป็นในส่วนของจังหวัดไหนคะท่านเป็นท่านเป็นผู้มีถิ่นมีที่อยู่กับทางภาษีเฉพาะในประเทศไทยใช่หรือไม่คะทานในส่วนของที่อยู่ตามทะเบียนบ้านตัวนี้คุณพี่ทราบไหมคะที่อยู่ตามทะเบียนบ้านตัวนี้ทราบไหมเอ่ย,"Is the nationality of the country of birth related to the United States? 2. Are you or have you been a legal permanent resident identification card holder in the United States? 3. Are you paying taxes to the United States Internal Revenue Service? Do you have resident status in the United States for U.S. taxation purposes? Which province will this be in? Are you a tax resident? Only in Thailand, right? As for the address according to this house registration, do you know? Do you know this address according to the house registration?"
904.000,924.000,"เดี๋ยวตอนนี้ขออนุญาตส่งข้อมูลในส่วนของการเก็บออมในคะใน 2 ของของใน 2 การเก็บความตรารายปีเนาะปีละ 93,750 บาทอ๋อในส่วนของวงนี้วงเงินเพียงพอนะคะคุณพี่ขาแต่ถ้าตัวนี้ค่ะวงเงินไม่เพียงพอยังไงหนูขออนุญาตปรับเปลี่ยนเป็นรายเดือนให้นะคะค่า","Now, please allow me to send information regarding savings in 2 items, 2 items, annual savings. 93,750 baht per year. Oh, for this band, the limit is sufficient, sir. But if this one The credit limit is not enough. Please allow me to adjust it monthly."
924.800,975.200,"ขอบพระคุณค่ะขอโทษนะคะถ้าเกิดวงเงินไม่พอแล้วเราจะเพิ่มวงเงินบัตรได้ไหมคะหรือเขาจะตัดเป็นรายเดือนเลยแบบเขาจะแจ้งก่อนไหมจำไม่ได้ว่าเงินเท่าไหร่อ๋อค่ะเป็นรายเดือนให้ก่อนค่ะถ้าสมมุติว่าในส่วนของในครั้งแรกเป็นรายปีไม่เพียงพอแล้วเราสามารถปรับเปลี่ยนภายหลังได้เดี๋ยวนี้อะไรนะคะยังไงนะคะเราไม่ถ้ามันปรับถ้ามันเปลี่ยนเป็นรายเดือนก็คือจะต้องจ่ายเดือนละ 8,436 บาทถูกไหมคะแล้วไม่มีแบบการแจ้งมาก่อนว่าตัดได้ไม่ได้ก็คือตัดให้เลยอย่างเงี้ยค่ะมันก็จะอาจจะมีการแจ้งเข้าไปก่อนค่ะบางทีค่ะใช่ค่ะ","Thank you. I'm sorry. If there isn't enough credit, can we increase the card limit? Or will they deduct it monthly? Will they inform us first? I don't remember how much. Oh, it's monthly and I'll give it first. That for the first time, yearly is not enough and we can change it later. Now what? We don't. If it's adjusted, if it changes to monthly, then we have to pay 8,436 baht per month. Is that right? And there was no form of notification before that it couldn't be cut, that is, I cut it for you right away. It might have been notified first. Maybe, yes."
975.700,1003.700,"ว่าตัวนี้ขออนุญาตตัดในส่วนของยอดการเก็บออมของคุณมีระดับในรายปีนะคะปีละ 93,750 บาทผ่านบัตรเครดิตนะคะ SCB Visa หมายเลข 4773 7601777226 ก็หมดอายุค่ะ 07/24 ชื่อภาษาอังกฤษนะคะขอบพระคุณค่ะ","For this one, please allow me to deduct the portion of your annual savings amount of 93,750 baht per year via credit card. SCB Visa number 4773 7601777226 has expired. 07/24 English name. Thank you."
1005.900,1011.300,ขอบพระคุณค่ะเดี๋ยวต่อไปขั้นตอนต่อไปจะเป็นในส่วนของขั้นตอนขอความยินยอมนะคะ,Thank you. The next step will be in the consent request section.
1014.300,1015.000,ตัวนี้ค่ะ,This one.
1016.000,1024.400,สักครู่นะคะคุณลูกค้าค่ะมีความประสงค์และยินยอมให้บริษัทประกันชีวิตส่งแล้วเปิดเผยข้อมูลเกี่ยวกับเบี้ยประกันภัยต่อกรมสรรพากรตามหลักเกณฑ์วิธีการที่กวนสำหรับตอนกำหนดหรือไม่คะ,"Just a moment, dear customer. Do you wish and agree to allow the life insurance company to send and disclose information about insurance premiums to the Revenue Department according to the rules and procedures set forth for the time being?"
1024.900,1084.600,บริษัทไทยพาณิชย์ค่ะซึ่งกรณีที่คุณมีรายได้ให้ความยินยอมถือเป็นการให้ความยินยอมสำหรับทุกคนมาทานที่คุณมีเวลามีอยู่และจะมีอยู่กับ fbd นะคะค่ะคุณเมลดาค่ะยินยอมภาษาไทยพาณิชย์จำกัดเกี่ยวรวบรวมใช้แล้วเปิดจากข้อมูลส่วนบุคคลข้อมูลส่วนบุคคลที่มีความอ่อนไหวเช่นข้อมูลสุขภาพให้แก่บริษัท SUV ประกันชีวิตจำกัดเพื่อวัตถุประสงค์ในการนำเสนอผลิตภัณฑ์บริการและข้อเสนอพิเศษเกี่ยวกับการประกันภัยและการตรวจสอบที่เกี่ยวข้องรวมถึงยินยอมให้ทำการวิเคราะห์ปรับปรุงผลิตภัณฑ์บริการอื่นๆยินยอมนะคะค่ะต่อไปค่ะท่านตกลงให้ความยินยอมให้บริษัทไทยพาณิชย์ข้อมูลส่วนบุคคลข้อมูลใดๆของท่านแก่ธนาคารไทยพาณิชย์จำกัดและบริษัทในกลุ่มธุรกิจทางการเงินของธนาคารตามที่ปรากฏบนเว็บ scb.co.th และพันธมิตรทางธุรกิจได้ที่อยู่ใต้ของบริษัทเพื่อวัตถุประสงค์ดังนี้หนึ่งวิจัยวิเคราะห์ข้อมูลส่วนบุคคลข้อมูลหน่วยใดของท่านเพื่อประโยชน์สูงสุดในการพัฒนาผลิตภัณฑ์ที่ตอบสนองของการขอแค่อย่างแท้จริง,"Siam Commercial Company, which in the case where you have income, consent is considered consent for everyone to eat that you have time to have and will have with fbd. Khun Melada, consent to Siam Commercial Company Limited regarding collection. Use and release personal information, sensitive personal information such as health information to SUV Life Assurance Co., Ltd. for the purpose of providing insurance products, services and special offers and related audits, including consenting to analysis. Improve products and other services. Please accept. Next, you agree to give consent to SCB Company, any of your personal information, to Siam Commercial Bank Company Limited and companies in the Bank's financial business group as shown on the SCB website. co.th and its business partners are located under the company for the following purposes: one, research and analyze your personal data for maximum benefit in developing products that truly meet your request."
