Start time,End time,thai_transcript,translation
272.9,288.1,เดี๋ยวหนูขออนุญาตมาให้น้องแอดมินค่ะ เขาส่งนะคะ ตัวเดี๋ยวสักครู่นะ มันจะเป็นของ SCB protect เดี๋ยวสักครู่นะคะ โอเค คุณพี่ได้รับไหมน้อง เขาส่งให้แล้วนะคะ ของ SCB protect เป็นตัวลายเข้าไปค่ะ,"Please allow me to have the admin send it to you. It will be from SCB Protect. Just a moment, okay? Did you receive it? The admin already sent it, it's from SCB Protect. It's the patterned one."
297.6,299.5,ได้ค่ะ,Yes / Okay
308.3,317.7,ที่เปิดเป็นตัวเพิ่มเพื่อนในไลน์ เปิดเรียบร้อยแล้วใช่ไหมคะ ที่เป็นตัว Private ต้องเปิดรับเพื่อนก่อนเนอะ,"The friend adding feature in Line is already open, right? For the private one, you have to enable accepting friends first, don't you?"
323.3,339.0,ที่ส่งไปแต่ยังไม่ได้สติ๊กเกอร์ค่ะเดี๋ยวให้น้องเขาส่งไปนิดนึงนะเดี๋ยวสักครู่นะคะเดี๋ยวให้น้องเค้าทักไปสักครู่นะคะ,"What was sent but the sticker has not been received yet. Let the younger one send it a bit, wait a moment. Let the younger one message in a moment."
341.7,343.9,สักครู่นะคะ คุณพี่ แป๊บนึงเดี๋ยวให้น้องเค้ากำลังส่ง,"Just a moment, brother. Give me a minute, my sister is sending it."
345.6,346.5,สักครู่นะ,Just a moment
349.1,351.1,โอเค น้องก็ส่งไปแล้ว พี่เห็นไหม,"OK, I have already sent it. Did you see it?"
351.6,353.1,ของ SCB ตัวผิด อ่ะค่ะ,SCB's is wrong.
355.3,357.1,มันจะเด้งเข้าไปในมือถือพี่ ณ เวลา,It will bounce into your mobile phone at that time.
358.2,360.7,ได้รับแล้วใช่ไหม คะ,"You received it, right?"
361.9,367.9,ถ้าพี่ได้รับแล้วนะ เดี๋ยวรบกวนพี่นะคะ ส่งตัวสลิปที่ทำรายการเมื่อกี้กับหนูกลับมาให้หนูหน่อยนะ,"If you have already received it, please send me back the slip for the transaction you just made with me."
369.4,371.5,คะ,yes
382.8,386.7,ลูกค้าส่งมาเรียบร้อยแล้วใช่ไหม กำลังส่งอยู่ใช่ไหมคะคุณพี่ กำลังส่งค่ะ,
392.4,413.7,เป็นการผูกบัญชีนะพี่ ไม่ต้องมาทำรายการอย่างนี้ทุกเดือนนะ พอถึงเดือนใช่ไหมคะพี่ แค่ติดเงินเอาไว้นะ เดี๋ยวระบบก็จะออกอัตโนมัติให้กับพี่เองเหมือนกับตัวเดิมนะคะ นะคะ เป็นการผูกบัญชีแล้ว ก็พี่ย้อนกลับไปตรงคำว่าธุรกรรมของฉันให้หนูอีกรอบนึงค่ะ คุณพี่คะ แป๊บนึงนะคะ,"This is to link the account, brother. You don't have to do this every month. When it's the month, right? Just leave the money, the system will automatically withdraw it for you, just like before. This is linking the account already. Please go back to the ""My Transactions"" section for me one more time. Just a moment, brother."
416.6,423.4,เสร็จแล้วลูกค้ามาพักที่ 5 ค่ะ มันจะเขียนคำว่าสมัครค่ะบัญชีอัตโนมัติเห็นไหมคะ,"After finishing, the customer will stay at number 5. It will say ""apply"" for the automatic account, do you see?"
423.8,428.5,กดไปที่คำว่า สมัคร ค่ะ บัญชีอัตโนมัติ นะคะ,Click on the word 'apply'. Your account will be created automatically.
430.0,437.4,ค่ะ เสร็จแล้วนะพี่ กดยอมรับ 1 ครั้ง แล้วก็ใส่หมายเลขเดิม 0216 เหมือนเดิมค่ะ คุณพี่คะ,"Yes, it's done. Press accept once and then enter the same number 0216 as before."
444.2,451.8,พอใส่ 02-16 เข้าไปแล้ว คุณพี่จะเห็นสาขา FWD สีม่วงถูกต้องไหม ที่กดเข้าไปใน FWD สีม่วงนะคะ,"After entering 02-16, you will see the purple FWD branch, correct? Please click into the purple FWD."
452.7,463.6,ค่ะ เสร็จแล้ว ค่ะ ใส่หมายเลขเดิม เลย รหัสอ้างอิงที่ 1 นะคะ 3 2 7 0 3 2 7 0 7 2 4 1 2,"Yes, it's done. Please use the same number, reference number 1, 3 2 7 0 3 2 7 0 7 2 4 1 2."
464.6,471.6,70 ตัวเดียวค่ะ เหมือนเดิมนะ,"70, just one number, the same as before."
472.5,494.5,อ่าค่ะ เสร็จแล้วก็พี่กดตรวจสอบยอมรับ แล้วก็ถัดไปเรื่อยๆ เลยค่ะ เดี๋ยวจะมีเบอร์โทรศัพท์คุณพี่ขึ้นมา พี่ลองดูว่าเบอร์โทรศัพท์ของคนที่ขึ้นมาอันนั้นใช้เบอร์คนที่ตรงกันไหมคะ เดี๋ยวจะมีรหัส otp จากแบงค์อ่ะเด้งไป 6 ตัว พี่เอารหัส otp มาใส่ได้เลยค่ะ,"Okay, once you're done, please press to verify and accept, then keep going. In a moment, your phone number will pop up. Please check if the phone number that appears matches the person's number. You will then receive a 6-digit OTP code from the bank, which you can enter right away."
501.3,502.8,ถ้าพี่ใส่เสร็จแล้ว เดี๋ยวแจ้งหนูนะ,
505.0,512.0,ใส่เสร็จแล้วค่ะ ถ้าเสร็จแล้วรบกวนคุณพี่ส่งสลิปใบที่ 2 ตัวผูกบัญชีกลับมาให้หนูใน LINE เหมือนเดิมนะคะ,"It's done. Once you finish, could you please send me back the 2nd slip, the account binding one, in LINE as usual? Thank you."
512.8,516.6,ค่ะ เดี๋ยวถ้าใส่เสร็จแล้ว เดี๋ยวถ้าส่งเสร็จแล้ว เดี๋ยวพี่แจ้งหนูนะ,"Yes, when you finish filling it out, when you finish sending it, I will let you know."
536.8,546.5,ค่ะ เอาตรงนี้หมายถึงว่าด้วยการเข้าร่วมโครงการใช่ไหมคะ เรียบร้อยแล้วค่ะคุณพี่,"Yes, this part refers to joining the program, right? All done, Khun P."
547.2,565.7,นะคะ ใช่ ก็คือการคุ้มครอง ก็คือตัวทุนประกันชีวิตเราคุ้มครองให้เลยนะคะ ส่วนตัวโรคร้ายแรง เดี๋ยวขออนุญาตแจ้งพี่ก่อนเนอะ ว่า 15 โรคร้ายแรงเราคุ้มครองโรคอะไรให้กับพี่วิภาวีบ้างนะคะ อันนี้พี่ไม่มีส่งตัวสลิปมาให้หนูหน่อยนะ พอดีน้องแอดมินเค้าจะรีบส่งเรื่อง เดี๋ยวจะไม่ทันนะ,"Yes, that's right. The protection is the life insurance capital that we cover for you. As for serious illnesses, let me inform you first that out of the 15 serious illnesses, which ones do we cover for Khun Wipawee. Could you please send me the slip for this? The admin staff is in a hurry to send out the documents and I'm afraid it won't be in time."
565.8,568.7,เดี๋ยวแป๊บนึงนะคะ โอเคค่ะ ค่ะ,"Just a moment, okay, okay."
569.8,629.3,"ก็เดี๋ยวระหว่างเรียบร้อยแล้วค่ะ เดี๋ยวพี่กรขออนุญาตแจ้งคุณพี่นิดนึงว่า ตัวนี้ดูแลอะไรให้กับคุณพี่บ้าง 15 โรคนะคะ ตัวนี้จะช่วยประกันคุ้มตลอดชีพ โรคร้ายแรงก็คือ 90/20 ออม 20 คุ้มครอง 90 นะคะ ตัวนี้นะคะ ถ้ามีการตรวจพบตรวจเจอ 1 ใน 15 โรคนะคะ ก็จะมีเงินนะคะเป็นตัวค่าเสียเวลานะคะ ค่าปลอบขวัญให้ก้อนนึงก็คือ 300,000 บาทนะคะ โรคแรกเลยค่ะก็คือ โรคมะเร็งระยะลุกลามอันนี้ได้ทุกส่วนในร่างกายเลยนะ ตั้งแต่หัวจดเท้าค่ะ คุณพี่ได้หมดนะคะ อ่ารวมถึงมะเร็งผิวหนังก็คือคุ้มครองให้ด้วย ถ้าเป็นที่อื่นเขาจะยกเว้นตัวมะขาม ยกเว้นตัวมะเร็งผิวหนัง แต่ว่าเราคุ้มครองให้ด้วยนะครับ รอบที่ 2 อ่ะ โรคแรกคือโรคมะเร็งระยะโรคลามลูก 2 โรคกล้ามเนื้อหัวใจตายเฉียบพลันจากการขาดเลือดนะคะ 3 รายเรื้อรัง 4 โรคเลือดสมองแตกหรืออุดตันน่ะค่ะ ก็คือ Major Store นะคะ โรค 5 โรคหลอดลมหลอดอดกล้ามเนื้อรังรุนแรงรอบเกาะระยะสุดท้ายนะคะ โลก 6","It's okay, while it's done. Let me inform you a little bit about what this insurance covers for you. It covers 15 diseases. This will help insure you for life. For critical illnesses"
629.8,689.5,"คุณภาพถาวรสิ้นเชิงนะคะโรค 7 การสูญเสียการดำรงชีวิตอย่างอิสระ โลก 8 โรคหลอดเลือดสมองโป่งพองก็ต้องรักษาด้วยการผ่าตัดนะคะ 9 การฉีกขาดของร่างปราสาทต้นแขนนะคะ แล้วก็อ่าศิษย์ภาวะตับอ่อนอักเสบที่กลับเป็นสารเนื้อเรื้อรัง 11 โรคหนังแข็งชิดรุกราน 12 เนื้อเยื่อพังผืดอักเสบติดเชื้อและเป็นเนื้อตาย 13 ถุงน้ำในไต 14 ไตอักเสบนะคะ แล้วก็ 15 ภาวะเด็กที่เกี่ยวกับระบบประสาทแล้วก็สมอง นะคะ ค่ะ แล้วก็ตรงนี้ได้ 300,000 บาท มีประกันชีวิตคุ้มครองให้ด้วย คือ 300,000 บาท ประกันชีวิตครบสัญญาในปีที่ 90 นะคะ อยู่ครบสัญญาไม่เป็นอะไรเลยนะคะ อายุมั่นขวัญยืน ลูกค้าได้เงินคืนกลับไป 300,000 บาท ตรงนี้เหมือนเดิมนะคะ คือตรงที่บอกว่าเป็นประกันชีวิต หมายถึงถ้าสมมติว่าเสียชีวิตไปก่อนตอนที่เราไม่สบาย ก็คือเราจะได้แค่ก้อนเดียว 300,000 บาท แต่ว่าพอเสียชีวิตก็จะไม่ได้แล้วใช่มั้ยคะ","Permanent quality is completely gone. Disease 7, loss of independent living. World 8, cerebral aneurysm must be treated by surgery. 9, tearing of the brachial plexus. And 10, chronic pancreatitis that turns into fibrous tissue. 11, scleroderma invading. 12, fibrous tissue inflammation that is infected and necrotic. 13, kidney cysts. 14, nephritis. And 15, childhood conditions related to the nervous system and brain. And here, we get 300,000 baht. There is life insurance coverage as well, which is 300,000 baht. The life insurance contract ends in the 90th year. If you stay until the end of the contract and nothing happens, with a"
747.5,752.0,ถ้าเจอก็รับก็ที่เหลือแล้วก็ปิดกรมธรรม์ให้เลยนะ,"If you find it, accept the rest and close the insurance policy for me."
752.4,805.3,"นะคะ โอเค ลูกค้าก็ออกเดือนละ 1,215 บาท ควบคู่กับตัวเดิม ตัวเดิมลูกค้าก็ 1,215 บาท เท่ากันนะคะ ค่ะ อันนี้เดี๋ยวพยากรณ์ขออนุญาตส่งผลประโยชน์ให้เลยนะคะลูกค้า นะคะ โอเค เจ้าหน้าที่ชื่อปิยากรปั้นประหยัด ค่ะ เลขที่ใบอนุญาต 6503002730 จากบริษัท ไทยพาณิชย์ โปรเทค จำกัด รับประกันโดยบริษัท FWD ประกันชีวิต จำกัด (มหาชน) ขออนุญาตยืนยันข้อมูลเพื่อเป็นการสมัครความคุ้มครองทางโทรศัพท์ โดยที่ไม่ต้องกรอกเอกสารการสมัครใดๆ ทั้งสิ้น ขณะนี้ลูกค้ามีอายุระหว่าง 20-50 ปี ต้องการสมัครธนาคารชีวิตแบบตลอดชีวิต คุ้มครองโรคร้ายแรง 90/20 กับบริษัท FWD ประกันชีวิต จำกัด (มหาชน) ดำเนินธุรกิจประกันชีวิตในประเทศไทย ภายใต้การกำกับดูแลของ คปภ. ขออนุญาตประโยชน์ที่ลูกค้าจะรับดังต่อไปนี้ ลูกค้าสมัครความคุ้มครอง นะคะ ประกันชีวิตแบบตลอดชีพ คุ้มครองโรคร้ายแรง 95 โดยเหมือนประจวบคำคุ้มครองที่ลูกค้าจะรับมีดังต่อไปนี้ 1","Okay, the customer will pay 1,215 baht per month, same as the previous policy, also 1,215 baht per month. Now let me send you the benefits, customer. Okay, the staff name is Piyakorn Panprayat. License number 6503002730 from Thai Commercial Protech Co., Ltd., underwritten by FWD Life Insurance Public Company Limited. Allow me to confirm the information for applying for coverage over the phone without having to fill out any application documents at all. Currently, the customer is between 20-50 years old and wants to apply for a whole life insurance with 90/20 critical illness coverage with FWD Life Insurance Public Company Limited, operating life insurance business in Thailand under the supervision of the OIC. The benefits that the customer will"
806.0,817.4,ข้อนี้จะเปิดโรคร้ายแรง โรคแรงหลับ เริ่มต้นสิโรค เชื้อโรคมะเร็งระยะไม่ลุกลาม เป็นสัตว์จ่าย 25% ของทุนประกันภัย และยังช่วยเป็นมาภาระโดยบริษัทยกเว้นค่าเบี้ยประกันภัยที่เหลือทันทีหลังจากได้รับการวินิจฉัย,"This clause covers serious illnesses, Narcolepsy, early stage cancer, non-metastatic cancer. It pays 25% of the sum insured and also helps to be a burden by the company waiving the remaining insurance premiums immediately after diagnosis."
818.0,877.3,A,N
877.9,929.5,"มองตามกรมธรรม์หรือถูกพวกเดียวกันฆ่าตาย 2 ไปเปิดเผยความจริงกับผนังข้อความเป็นเท็จ บริษัทจะบอกรักสัญญาภายใน 2 ปี 3 การเจ็บป่วยโรคร้ายแรงเกิดขึ้นก่อนวันเริ่มมีผลคุ้มครองหรือเกิดขึ้นภายในระยะเวลาที่ไม่คุ้มครองนะคะ 90 วันนับตั้งแต่วันที่สัญญาไม่มีผลคุ้มครอง ทั้งนี้ลูกค้าสามารถศึกษารายละเอียดเพิ่มเติมได้จากกรมธรรม์ โดยลูกค้าตกลงยอมให้บริษัท FWD ประกันชีวิตจำกัด (มหาชน) เรียกเก็บเบี้ยประกันของลูกค้าโดยเฉพาะเป็นรายเดือนจำนวนงวดละ 1,215 บาท ระยะเวลาการชำระเบี้ยประกันภัย 20 ปีผ่านบัญชีของธนาคารไทยพาณิชย์ เพื่อนำข้อมูลลูกค้าไปออกกรมธรรม์แล้วก็เริ่มคุ้มครองให้เลยค่ะ รบกวนลูกค้ายืนยันว่าตกลงนิดนึงค่ะ คุณพี่ตกลงค่ะ ขอบพระคุณค่ะ บริษัทจะขออนุญาตทำการสำรองวงเงินบัตรเครดิตหรือบัตรเดบิตสำหรับเบี้ยประกันภัยงวดแรกก่อนจะเรียกเก็บแบบรายเดือน อาจจะมีโอกาสที่งวดแรกถูกเรียกเก็บเบี้ยประกันภัยพร้อมกับรอบบัญชีของลูกค้านะคะ อันนี้เราเก็บแค่งวดเดียว ลูกค้ารับทราบนะ",Look in the insurance policy or be killed by the same group 2 to reveal the truth with a false message wall. The company will promise love within 2 years. 3 Serious illness occurs before the effective date of coverage or occurs within a period that is not covered for 
930.1,941.6,คะค่ะ หลังจากนี้ก็มาทานได้ ได้รับการอนุมัติแล้ว ขอบคุณค่ะ เดี๋ยวพี่วิภาวีจะได้รับ SMS ค่ะ 2 ข้อความจาก fwd เหมือนเดิมเลยนะคะ เดี๋ยวพี่คอนเฟิร์มเบอร์มือถือให้หนูหน่อยเป็นเบอร์ศูนย์อะไรคะ,"Yes, from now on, you can come and eat. It has been approved. Thank you. In a moment, Phi Viphavee will receive 2 SMS messages from fwd as usual. Please confirm your mobile number for me, what is your number starting with zero?"
942.6,1002.1,A,N
1002.6,1062.4,"หากลูกค้า พิจารณาแล้วมีความประสงค์ยกเลิกกรมธรรม์ประกันชีวิต ลูกค้าสามารถแจ้งยกเลิกได้ภายใน 30 วันนับตั้งแต่วันที่รับกรมธรรม์ประกันชีวิต โดยลูกค้าจะได้รับเงินคืนเต็มจำนวน เมื่อลูกค้ามาส่งคืนกรมธรรม์กับใบเสร็จรับเงิน หากลูกค้าขอยกเลิกหลังจากนั้น ลูกค้าจะได้รับเงินคืนเป็นจำนวนจำกัดตามตารางในกรมธรรม์ หากลูกค้ามีข้อสงสัยหรือต้องการข้อมูลเพิ่มเติม สามารถติดต่อที่ 1351 SME Protect Contact Center หรือแอดไลน์แอด @ascottage ได้ทันที หากไม่ได้รับเล่มกรมธรรม์หรือมีข้อสงสัย สามารถสอบถามที่บริษัท FWD ประกันชีวิต จำกัด (มหาชน) หมายเลข 1351 ในวันและเวลาทำการ
ลูกค้า ได้ตกลงตามข้อความที่แจ้งมาทั้งหมดแล้ว และลูกค้ากล่าวคำว่า ""ตกลง"" อีกครั้งหนึ่ง ขอบพระคุณมากค่ะ 
เดี๋ยวจะสอบถามเพิ่มเติมนิดหน่อยนะคะ เหมือนตอนที่ไปแบงค์ เค้าจะสอบถาม 4 ข้อนี้
1. คุณเป็นผู้มีสัญชาติหรือประเทศที่เกิดที่เกี่ยวข้องกับประเทศอเมริกาหรือไม่ ตอบว่าไม่เกี่ยวข้อง
2. ท่านเป็นหรือ","If the customer considers and wishes to cancel the life insurance policy, the customer can request cancellation within 30 days from the date of receiving the life insurance policy. The customer will receive a full refund when returning the policy with the receipt. If the customer requests cancellation after that, the customer will receive a limited refund according to the table in the policy. If the customer has any questions or needs more information, they can contact 1351 SME Protect Contact Center or add the LINE ID @ascottage immediately. If the policy booklet is not received or there are any questions, they can inquire at FW"
1062.6,1066.4,เป็นผู้ปฏิบัติประจำตัวผู้ ที่มีถิ่นอยู่ถาวรอย่างถูกกฎหมายในประเทศอเมริกา มีไหมคะ,Are there personal practitioners who are legal permanent residents in the United States?
1066.9,1072.2,ไม่เคยค่ะ 3 ท่านมีหน้าที่เสียภาษีให้กรมสรรพากรของประเทศอเมริกามีไหมคะ,"No, never. Do you 3 have a duty to pay taxes to the Internal Revenue Service of the United States?"
1073.1,1081.7,ไม่มีค่ะ แล้วก็ข้อ 4 นะคะ ถ้ามีสถานะเป็นผู้ที่มีถิ่นอยู่ในประเทศอเมริกา เพื่อวัตถุประสงค์และการเก็บภาษีอากรของประเทศอเมริกา มีไหมคะ, 
1082.4,1120.6,ไม่มีค่ะ แล้วก็ตัวนี้ค่ะ ลูกค้ามีความประสงค์และยินยอมให้บริษัทประกันชีวิตค่ะ ส่งและเปิดเผยข้อมูลเกี่ยวกับเรื่องประกันภัยต่อกรมสรรพากรตามหลักเกณฑ์วิธีการนิคมอุตสาหกรรมกำหนดหรือไม่ อันนี้ลูกค้ายินยอมหรือไม่ยินยอมคะ ยินยอมค่ะ ขอบพระคุณมากค่ะ เดี๋ยวตรงนี้ตัว pdpa สุดท้ายนะพี่นะ เป็นตัว พ.ร.บ. คุ้มครองข้อมูลส่วนบุคคล เราจะขออนุญาตเก็บข้อมูลลูกค้าเป็นความลับระหว่างแบงค์ไทยพาณิชย์ fwd แล้วก็บริษัทในเครือของเรา เราจะขออนุญาตไม่เปิดเผยข้อมูลให้กับบุคคลทั่วไปนะพี่นะคะ เดี๋ยวหนูจะอ่านรีบอ่านนะพี่นะ จะได้ไม่รบกวนเวลาพี่นาน แล้วก็เดี๋ยวเราจะรีบส่งส่งงานให้คุณพี่นะนะคะ ถ้าอันไหนที่พี่ไม่ทันพี่สอบถามหนูได้นะ,
1121.1,1181.0,นะคะ มันจะมี 5 ข้อ ข้อแรกเลยค่ะ บริษัท ไทยพาณิชย์ โปรเทค จำกัด และ บริษัท FWD ประกันชีวิต จำกัด (มหาชน) ค่ะ ตระหนักถึงความสำคัญในการดูแลข้อมูลส่วนบุคคลไม่เป็นไปตาม พ.ร.บ. คุ้มครองข้อมูลส่วนบุคคล บริษัทใช้ขอความยินยอมจากลูกค้า ซึ่งกรณีที่ลูกค้าให้ความยินยอม จะเป็นการให้ความยินยอมสำหรับทุกกรมธรรม์ที่ลูกค้ามีและจะมีอยู่กับ FWD ลูกค้ายินยอมให้ ไทยพาณิชย์ โปรเทค จำกัด เก็บรวบรวม ใช้ เปิดเผยข้อมูลส่วนบุคคล และข้อมูลส่วนบุคคลที่มีความอ่อนไหว เช่น ข้อมูลสุขภาพ ร่างกาย ให้แก่ บริษัท FWD ประกันชีวิต จำกัด (มหาชน) เพื่อวัตถุประสงค์ในการนำเสนอผลิตภัณฑ์ บริการ และข้อเสนอพิเศษอื่นๆ เกี่ยวกับการประกันภัย และการตรวจสอบที่เกี่ยวข้อง รวมถึงเพื่อทำการวิเคราะห์ ปรับปรุงผลิตภัณฑ์ บริการ และอื่นๆ ลูกค้ายินยอมนะคะ ยินยอมค่ะ ขอบคุณค่ะ ข้อที่ 2 ลูกค้าตกลงให้ความยินยอมให้ บริษัท ไทยพาณิชย์ โปรเทค จำกัด เปิดเผยข้อมูลส่วนบุคคล และข้อมูลส่วนบุคคลอื่น และข้อมูลใดของท่าน ให้แก่ ธนาคารไทยพาณิชย์ จำกัด (มหาชน) และบริษัทในกลุ่มธุรกิจทางการเงินของธนาคาร ตามที่ปรากฏบนเว็บไซต์ www.scb.co.th และพันธมิตรทางธุรกิจที่เชื่อถือได้,There are 5 items. The first
1295.4,1315.1,และสำนักงาน ก.พ. สามารถเก็บรวบรวม ใช้ เปิดเผยข้อมูลส่วนบุคคลตามวัตถุประสงค์และนโยบายของ FWD และสำนักงาน ก.พ. ที่เกี่ยวข้องกับการประกันภัย ลูกค้ายินยอมนะคะ ยินยอมค่ะ ขอบคุณค่ะ อันนี้ข้อที่ 4 สั้นๆ ลูกค้านะคะยินยอมให้ FWD เก็บรวบรวม ใช้ เปิดเผยข้อมูลส่วนบุคคลเพื่อการวิเคราะห์ ปรับปรุงผลิตภัณฑ์ บริการ และอื่นๆ ลูกค้ายินยอมนะคะ,"And the Office of the Civil Service Commission can collect, use and disclose personal information in accordance with the objectives and policies of FWD and the Office of the Civil Service Commission related to insurance. The customer agrees. Yes, the customer agrees. Thank you. This is item 4 in brief. The customer agrees to allow FWD to collect, use and disclose personal information for the purpose of analyzing and improving products, services and others. The customer agrees."
